AccNo,Type,PhoneNo,CallTime,Duration
SA-0187-35-19,I,60-01121372517,28/11/2010 13:51,135
SA-0107-05-98,I,60-01224188570,24/2/2010 3:48,304
SA-0414-20-79,I,60-01098729229,7/5/2009 6:57,862
SA-0261-41-34,I,60-01112492061,18/1/2010 23:00,973
SA-0220-61-46,I,60-01750692255,3/5/2009 10:26,399
SA-0314-69-44,I,60-01165936475,6/5/2009 4:45,807
SA-0312-94-95,I,60-01629172446,23/7/2009 3:44,534
SA-0361-84-31,I,60-01677829762,13/11/2009 4:37,419
SA-0009-04-02,I,60-01631650194,7/9/2009 7:34,928
SA-0401-55-12,I,60-01409345671,18/8/2010 0:44,416
SA-0155-74-77,I,60-01378828906,2/5/2009 5:06,106
SA-0222-28-58,I,60-01601547587,14/6/2009 4:09,258
SA-0220-61-46,I,60-01823278005,17/5/2010 23:30,151
SA-0187-35-19,I,60-01283149175,8/9/2009 8:23,710
SA-0290-06-89,I,60-01954639693,30/7/2010 18:34,92
SA-0401-55-12,I,60-01188340434,1/1/2009 13:03,808
SA-0312-94-95,I,60-01220831442,23/1/2009 22:15,271
SA-0263-79-37,I,60-01097585872,19/2/2009 12:58,471
SA-0114-12-73,I,60-01605714716,27/5/2009 6:55,554
SA-0186-07-48,I,60-01620484352,15/2/2009 7:11,646
SA-0155-74-77,I,60-01544974243,30/7/2009 2:35,792
SA-0114-12-73,I,60-01737358848,22/4/2009 20:39,224
SA-0185-10-64,I,60-01185517424,11/7/2010 7:29,671
SA-0279-91-74,I,60-01458188890,22/4/2010 5:09,760
SA-0063-02-33,I,60-01863684080,24/3/2010 10:12,906
SA-0222-28-58,I,60-01058594723,6/4/2009 16:40,444
SA-0182-19-79,I,60-01591877284,11/2/2010 6:31,184
SA-0202-82-34,I,60-01169510000,20/11/2010 19:13,221
SA-0305-50-15,I,60-01313597496,12/4/2010 5:52,852
SA-0080-84-93,I,60-01687713401,2/2/2010 19:23,696
SA-0133-16-62,I,60-01285218483,17/1/2009 23:21,126
SA-0114-12-73,I,60-01194453442,31/10/2009 2:15,667
SA-0290-06-89,I,60-01757196828,11/8/2009 20:42,63
SA-0009-04-02,I,60-01498301497,24/11/2009 1:21,224
SA-0009-04-02,I,60-01153050035,16/6/2009 11:18,458
SA-0182-19-79,I,60-01711596798,13/7/2009 9:11,334
SA-0107-05-98,I,60-01500921469,1/4/2010 17:28,239
SA-0210-42-47,I,60-01953291699,16/10/2009 7:15,437
SA-0335-96-08,I,60-01089220951,5/9/2009 11:18,166
SA-0187-35-19,I,60-01624503328,3/8/2010 9:52,165
SA-0050-81-89,I,60-01319857083,31/8/2009 23:24,479
SA-0263-79-37,I,60-01510675362,17/5/2009 23:05,914
SA-0009-04-02,I,60-01875145940,22/10/2010 10:04,695
SA-0021-95-06,I,60-01892676456,6/2/2010 21:30,784
SA-0249-45-54,I,60-01423546812,6/10/2009 5:52,438
SA-0378-80-96,I,60-01200412070,6/2/2010 17:52,639
SA-0290-06-89,I,60-01034456423,5/6/2009 18:39,919
SA-0107-05-98,I,60-01001201485,27/5/2009 13:34,176
SA-0314-69-44,I,60-01074726738,21/2/2009 19:26,482
SA-0063-02-33,I,60-01092781537,18/2/2010 1:03,94
SA-0009-04-02,I,60-01375023803,11/4/2009 6:54,927
SA-0138-33-52,I,60-01566005090,27/11/2009 0:01,665
SA-0339-42-22,I,60-01295970071,2/7/2010 10:33,306
SA-0187-35-19,I,60-01234240879,19/9/2009 16:19,64
SA-0012-71-76,I,60-01191966861,18/9/2009 0:32,397
SA-0033-12-88,I,60-01319235944,30/6/2010 7:49,697
SA-0186-07-48,I,60-01903571016,5/3/2010 4:40,258
SA-0312-94-95,I,60-01750196887,3/8/2010 5:58,440
SA-0414-86-48,I,60-01491680677,10/9/2009 1:39,656
SA-0339-42-22,I,60-01236702611,16/7/2009 10:46,287
SA-0021-95-06,I,60-01826821832,14/4/2010 3:38,116
SA-0187-35-19,I,60-01997931060,1/7/2009 16:41,163
SA-0263-79-37,I,60-01517182724,30/10/2009 19:19,437
SA-0378-80-96,I,60-01398498586,5/11/2009 8:19,975
SA-0186-07-48,I,60-01257238342,19/4/2009 22:06,941
SA-0414-86-48,I,60-01666206961,29/11/2009 14:37,571
SA-0155-74-77,I,60-01545247806,6/5/2010 3:42,675
SA-0186-07-48,I,60-01396631864,26/6/2010 10:25,323
SA-0303-06-26,I,60-01940086808,5/8/2009 1:40,639
SA-0182-19-79,I,60-01529244324,10/1/2010 11:59,566
SA-0249-45-54,I,60-01888328946,1/7/2010 23:55,862
SA-0339-42-22,I,60-01353954593,27/10/2010 3:54,801
SA-0305-50-15,I,60-01229675978,12/12/2010 3:42,195
SA-0080-84-93,I,60-01296091742,3/2/2010 20:56,112
SA-0151-98-79,I,60-01147803315,30/9/2010 17:03,79
SA-0401-55-12,I,60-01033767355,24/11/2010 0:37,747
SA-0220-61-46,I,60-01336549103,24/11/2010 22:23,963
SA-0021-95-06,I,60-01499708536,21/6/2010 8:00,375
SA-0147-43-82,I,60-01892206556,30/11/2010 20:52,805
SA-0290-06-89,I,60-01710406008,25/9/2009 18:10,915
SA-0182-19-79,I,60-01380465322,15/4/2009 11:52,909
SA-0339-42-22,I,60-01037551318,6/10/2009 5:09,950
SA-0151-98-79,I,60-01679837964,8/12/2009 4:20,159
SA-0227-78-67,I,60-01338851250,24/8/2010 22:22,954
SA-0144-10-84,I,60-01268993790,14/12/2009 20:13,582
SA-0009-04-02,I,60-01071294473,21/6/2010 9:22,864
SA-0021-95-06,I,60-01655807609,1/7/2009 15:30,147
SA-0414-86-48,I,60-01294418774,10/4/2010 19:26,844
SA-0112-53-34,I,60-01994698543,31/8/2009 8:22,225
SA-0305-50-15,I,60-01218091391,13/4/2010 0:49,670
SA-0361-84-31,I,60-01805460037,15/8/2010 11:19,120
SA-0261-41-34,I,60-01009740887,12/2/2009 11:50,272
SA-0147-43-82,I,60-01711799802,6/11/2010 3:52,752
SA-0145-41-01,I,60-01633744722,19/9/2010 4:01,921
SA-0279-91-74,I,60-01764596025,6/2/2009 1:38,336
SA-0187-35-19,I,60-01296164354,10/5/2010 0:49,972
SA-0279-91-74,I,60-01534091366,18/6/2009 19:43,442
SA-0261-41-34,I,60-01984896337,24/10/2009 6:46,346
SA-0112-53-34,I,60-01438862032,9/9/2010 7:28,275
SA-0401-55-12,I,60-01932065182,8/9/2010 11:00,743
SA-0055-36-68,I,60-01054718439,22/3/2009 6:09,142
SA-0401-55-12,I,60-01410786981,6/3/2009 12:15,303
SA-0112-53-34,I,60-01091013072,30/4/2010 2:12,456
SA-0145-41-01,I,60-01608162217,19/7/2009 7:50,325
SA-0182-19-79,I,60-01135056533,29/6/2009 4:45,619
SA-0005-14-91,I,60-01421731613,16/3/2010 3:20,202
SA-0339-42-22,I,60-01999598806,9/9/2009 22:18,797
SA-0220-61-46,I,60-01918012235,14/7/2009 11:48,242
SA-0252-71-33,I,60-01560754114,10/2/2009 0:19,846
SA-0263-79-37,I,60-01697288087,10/6/2009 4:57,772
SA-0222-28-58,I,60-01814767944,18/5/2009 6:17,416
SA-0220-48-64,I,60-01456731965,17/9/2010 0:12,458
SA-0339-42-22,I,60-01610859446,6/10/2010 21:41,299
SA-0227-78-67,I,60-01988906425,1/1/2010 11:51,473
SA-0312-94-95,I,60-01287156898,28/12/2009 20:08,333
SA-0182-19-79,I,60-01871230636,22/5/2010 21:53,718
SA-0055-36-68,I,60-01218585442,1/11/2009 9:39,689
SA-0249-45-54,I,60-01750558432,28/11/2009 11:49,936
SA-0414-86-48,I,60-01276387531,3/12/2009 23:50,989
SA-0185-10-64,I,60-01052572625,18/7/2010 23:07,541
SA-0182-19-79,I,60-01927757832,5/9/2010 0:14,678
SA-0263-79-37,I,60-01514102923,18/3/2010 11:10,282
SA-0063-02-33,I,60-01577420021,30/8/2009 11:47,937
SA-0186-07-48,I,60-01549921345,1/7/2010 7:49,752
SA-0401-55-12,I,60-01407884762,20/11/2010 18:18,996
SA-0220-48-64,I,60-01163667392,28/4/2009 20:19,336
SA-0343-60-69,I,60-01450518912,23/1/2009 2:52,65
SA-0252-71-33,I,60-01952136096,15/7/2010 14:37,630
SA-0401-55-12,I,60-01471210901,11/11/2009 3:45,911
SA-0186-07-48,I,60-01602565018,7/2/2009 15:15,62
SA-0144-10-84,I,60-01492539692,16/9/2010 11:54,648
SA-0187-35-19,I,60-01120735240,21/4/2010 19:08,600
SA-0187-35-19,I,60-01485809565,7/5/2009 18:33,643
SA-0335-96-08,I,60-01584160451,30/8/2010 3:23,433
SA-0155-74-77,I,60-01206905920,16/6/2009 8:14,876
SA-0187-35-19,I,60-01789271302,4/11/2009 0:13,63
SA-0037-94-05,I,60-01351363067,26/2/2009 3:29,77
SA-0339-42-22,I,60-01724028696,10/1/2009 7:52,153
SA-0414-20-79,I,60-01547110102,18/8/2010 19:37,206
SA-0145-41-01,I,60-01934575941,3/5/2010 7:43,358
SA-0378-80-96,I,60-01295492368,1/5/2009 12:34,825
SA-0063-02-33,I,60-01935236663,15/11/2010 14:07,383
SA-0182-19-79,I,60-01665035872,4/5/2009 14:22,839
SA-0303-06-26,I,60-01038805075,29/11/2009 22:08,477
SA-0210-42-47,I,60-01848258828,12/7/2010 4:57,580
SA-0107-05-98,I,60-01336219876,8/3/2010 21:16,914
SA-0133-16-62,I,60-01632927184,19/1/2010 12:25,683
SA-0312-94-95,I,60-01190899836,18/12/2009 3:08,404
SA-0290-06-89,I,60-01246045801,19/10/2009 11:40,725
SA-0186-07-48,I,60-01343701596,6/9/2010 7:58,663
SA-0114-12-73,I,60-01733972715,21/1/2009 12:19,670
SA-0185-10-64,I,60-01167435191,8/4/2009 12:56,222
SA-0133-16-62,I,60-01993557960,24/12/2009 23:05,83
SA-0339-42-22,I,60-01396960675,1/8/2009 10:52,110
SA-0012-71-76,I,60-01071377922,23/1/2010 18:26,979
SA-0187-35-19,I,60-01703841381,6/4/2010 8:26,480
SA-0012-71-76,I,60-01453911021,3/1/2009 8:02,73
SA-0279-91-74,I,60-01640995527,26/5/2009 17:58,217
SA-0401-55-12,I,60-01138626474,24/6/2010 9:49,444
SA-0414-86-48,I,60-01489382220,21/8/2010 16:17,380
SA-0155-74-77,I,60-01733242353,12/1/2010 8:24,813
SA-0080-84-93,I,60-01431289955,9/7/2009 3:35,79
SA-0252-71-33,I,60-01346423084,14/11/2009 23:03,130
SA-0055-36-68,I,60-01064635073,3/10/2009 15:32,424
SA-0033-12-88,I,60-01421191479,9/4/2009 7:10,917
SA-0186-07-48,I,60-01979249176,26/8/2009 17:43,826
SA-0290-06-89,I,60-01376719032,25/1/2010 15:57,415
SA-0263-79-37,I,60-01084464454,27/8/2009 17:47,834
SA-0378-80-96,I,60-01135319659,4/11/2010 0:04,432
SA-0012-71-76,I,60-01928149007,10/6/2009 12:58,712
SA-0187-35-19,I,60-01057432261,22/8/2009 2:14,615
SA-0249-45-54,I,60-01025143667,13/3/2009 0:16,817
SA-0114-12-73,I,60-01090500036,26/7/2010 8:13,617
SA-0182-19-79,I,60-01162624294,2/11/2009 12:27,948
SA-0037-94-05,I,60-01866740404,27/4/2010 3:35,250
SA-0263-79-37,I,60-01024105876,11/10/2009 0:06,498
SA-0155-74-77,I,60-01094224223,24/4/2009 15:48,106
SA-0107-05-98,I,60-01039719666,15/4/2009 17:39,200
SA-0414-86-48,I,60-01651670717,21/7/2010 13:36,92
SA-0222-28-58,I,60-01426204374,17/4/2009 18:12,238
SA-0401-55-12,I,60-01547052999,18/1/2010 11:03,896
SA-0220-48-64,I,60-01876507365,17/8/2010 23:31,458
SA-0186-07-48,I,60-01029100902,27/1/2010 4:47,580
SA-0186-07-48,I,60-01621335156,28/12/2010 0:54,721
SA-0063-02-33,I,60-01300052416,3/5/2009 4:10,366
SA-0186-07-48,I,60-01349760091,9/5/2009 5:53,238
SA-0414-20-79,I,60-01387111349,25/9/2010 15:15,761
SA-0401-55-12,I,60-01382281840,22/5/2009 5:54,461
SA-0314-69-44,I,60-01532215504,13/5/2009 6:36,716
SA-0312-94-95,I,60-01465042206,21/5/2010 16:34,843
SA-0009-04-02,I,60-01479475691,22/1/2010 19:54,518
SA-0312-94-95,I,60-01238749405,23/1/2009 17:05,634
SA-0147-43-82,I,60-01129500881,8/5/2010 0:26,69
SA-0222-28-58,I,60-01298452188,5/7/2009 3:09,275
SA-0092-93-02,I,60-01030366524,22/10/2009 19:20,275
SA-0414-86-48,I,60-01654875672,31/8/2010 18:48,307
SA-0222-28-58,I,60-01033364223,5/8/2010 20:57,822
SA-0005-14-91,I,60-01086360161,24/7/2009 18:40,582
SA-0343-60-69,I,60-01681604953,14/1/2010 16:54,909
SA-0063-02-33,I,60-01258357010,10/2/2009 5:06,686
SA-0021-95-06,I,60-01968449990,11/4/2010 11:10,60
SA-0343-60-69,I,60-01628316406,23/10/2010 7:25,515
SA-0312-94-95,I,60-01525141085,28/6/2010 18:04,125
SA-0378-80-96,I,60-01746853438,17/3/2010 20:26,674
SA-0222-28-58,I,60-01976650182,7/5/2010 1:59,962
SA-0112-53-34,I,60-01437007865,1/6/2010 1:52,692
SA-0012-71-76,I,60-01319974957,8/4/2009 22:39,210
SA-0202-82-34,I,60-01549853152,24/9/2010 6:40,445
SA-0290-06-89,I,60-01647966616,6/12/2009 14:28,76
SA-0033-12-88,I,60-01723852018,15/6/2009 16:37,341
SA-0261-41-34,I,60-01909289635,19/5/2009 17:15,72
SA-0263-79-37,I,60-01710394674,2/2/2010 15:22,120
SA-0263-79-37,I,60-01790076327,23/12/2009 22:28,762
SA-0133-16-62,I,60-01602205388,2/10/2010 5:13,369
SA-0279-91-74,I,60-01343671125,21/1/2010 20:57,915
SA-0009-04-02,I,60-01997528182,13/6/2010 12:15,807
SA-0227-78-67,I,60-01635228659,23/8/2009 7:37,646
SA-0185-10-64,I,60-01727518400,18/8/2010 11:52,332
SA-0009-04-02,I,60-01626680637,14/1/2010 18:00,367
SA-0343-60-69,I,60-01531755966,26/3/2010 10:31,70
SA-0009-04-02,I,60-01678184636,9/3/2010 6:39,117
SA-0252-71-33,I,60-01396340372,24/6/2010 14:49,486
SA-0185-10-64,I,60-01540436915,12/12/2009 23:15,792
SA-0252-71-33,I,60-01609552264,22/5/2010 13:35,130
SA-0220-61-46,I,60-01175708786,5/10/2009 20:35,805
SA-0279-91-74,I,60-01773570354,1/4/2010 11:54,901
SA-0186-07-48,I,60-01292137741,8/1/2009 9:45,390
SA-0279-91-74,I,60-01610302535,24/8/2009 4:13,158
SA-0133-16-62,I,60-01393819714,19/11/2009 7:11,937
SA-0314-69-44,I,60-01390386103,25/10/2009 4:56,392
SA-0185-10-64,I,60-01400960662,13/3/2010 13:56,829
SA-0080-84-93,I,60-01045927339,20/12/2010 21:14,971
SA-0222-28-58,I,60-01856522374,21/10/2010 2:30,739
SA-0312-94-95,I,60-01041597192,30/9/2009 8:22,786
SA-0305-50-15,I,60-01931564934,18/7/2010 22:50,289
SA-0138-33-52,I,60-01690987212,11/5/2009 7:13,761
SA-0263-79-37,I,60-01804773369,21/5/2009 22:29,404
SA-0187-35-19,I,60-01275916979,11/4/2009 18:42,211
SA-0339-42-22,I,60-01305647525,26/8/2009 21:37,549
SA-0185-59-07,I,60-01759469753,10/2/2009 18:31,591
SA-0037-94-05,I,60-01067655911,7/10/2010 6:29,635
SA-0012-71-76,I,60-01966034986,10/1/2009 2:18,455
SA-0033-12-88,I,60-01986563531,19/7/2010 16:48,437
SA-0133-16-62,I,60-01445546755,7/5/2010 1:55,997
SA-0050-81-89,I,60-01836089551,28/2/2009 23:33,87
SA-0290-06-89,I,60-01636692921,8/11/2010 11:42,518
SA-0414-86-48,I,60-01683766602,11/2/2010 12:23,118
SA-0305-50-15,I,60-01534465162,28/5/2009 21:27,647
SA-0037-94-05,I,60-01732690656,17/2/2010 23:18,230
SA-0414-86-48,I,60-01609039165,28/11/2009 7:23,763
SA-0210-42-47,I,60-01078244659,30/3/2009 19:55,989
SA-0063-02-33,I,60-01967061943,25/4/2009 17:06,656
SA-0414-86-48,I,60-01150454070,2/7/2009 2:27,238
SA-0314-69-44,I,60-01231503610,25/1/2010 22:14,142
SA-0033-12-88,I,60-01010555850,18/3/2010 9:26,322
SA-0151-98-79,I,60-01317037017,21/8/2009 14:09,926
SA-0414-20-79,I,60-01112667341,7/3/2010 0:15,145
SA-0114-12-73,I,60-01525624071,27/2/2009 22:18,488
SA-0133-16-62,I,60-01800219370,7/11/2009 4:34,563
SA-0222-28-58,I,60-01246181283,9/11/2010 5:21,145
SA-0343-60-69,I,60-01127923324,2/3/2009 6:55,730
SA-0187-35-19,I,60-01932399469,15/8/2009 13:45,783
SA-0055-36-68,I,60-01048253470,14/2/2010 0:49,270
SA-0314-69-44,I,60-01395415717,1/9/2010 3:55,843
SA-0401-55-12,I,60-01340308456,8/7/2010 17:57,399
SA-0185-10-64,I,60-01694533512,23/7/2010 6:52,264
SA-0112-53-34,I,60-01970390046,9/2/2010 17:34,132
SA-0187-35-19,I,60-01462456385,3/6/2009 22:47,603
SA-0186-07-48,I,60-01317133919,25/12/2009 4:59,130
SA-0290-06-89,I,60-01452962211,17/9/2009 7:19,754
SA-0220-48-64,I,60-01663814022,6/7/2009 5:52,922
SA-0080-84-93,I,60-01288254802,15/1/2010 13:23,155
SA-0133-16-62,I,60-01563517341,9/9/2010 18:01,819
SA-0063-02-33,I,60-01649297953,25/11/2010 11:30,425
SA-0186-07-48,I,60-01922937660,10/7/2009 15:20,335
SA-0037-94-05,I,60-01863636484,20/7/2009 22:56,290
SA-0361-84-31,I,60-01304583458,11/1/2010 21:10,880
SA-0037-94-05,I,60-01990630658,18/11/2009 3:26,435
SA-0290-06-89,I,60-01101059369,11/7/2009 1:01,155
SA-0279-91-74,I,60-01339244848,4/9/2010 3:08,292
SA-0114-12-73,I,60-01451240404,17/7/2009 6:08,567
SA-0227-78-67,I,60-01904258043,3/8/2010 19:23,639
SA-0314-69-44,I,60-01223997209,10/2/2010 3:42,495
SA-0092-93-02,I,60-01250429094,30/9/2009 16:20,506
SA-0147-43-82,I,60-01347187584,27/9/2009 22:41,376
SA-0314-69-44,I,60-01417529053,21/9/2009 11:55,543
SA-0112-53-34,I,60-01793746400,7/1/2009 15:15,360
SA-0050-81-89,I,60-01589998304,28/5/2010 23:34,199
SA-0155-74-77,I,60-01975427008,9/9/2010 3:33,308
SA-0112-53-34,I,60-01630007877,4/9/2010 14:16,589
SA-0414-20-79,I,60-01629029535,2/10/2009 12:27,668
SA-0055-36-68,I,60-01633740184,8/10/2010 18:56,468
SA-0343-60-69,I,60-01641723328,16/1/2010 6:02,737
SA-0249-45-54,I,60-01934812573,20/7/2009 8:04,816
SA-0290-06-89,I,60-01202362471,24/1/2010 20:57,393
SA-0335-96-08,I,60-01597568178,13/6/2010 21:28,445
SA-0210-42-47,I,60-01710538186,26/6/2010 17:18,410
SA-0107-05-98,I,60-01969667849,16/2/2010 9:41,246
SA-0401-55-12,I,60-01794592427,31/10/2010 7:12,91
SA-0138-33-52,I,60-01847265092,23/1/2009 15:26,459
SA-0220-48-64,I,60-01548166464,30/5/2010 23:40,778
SA-0335-96-08,I,60-01112879255,7/12/2010 15:25,319
SA-0252-71-33,I,60-01758880920,9/2/2010 19:38,80
SA-0202-82-34,I,60-01350227864,5/4/2010 12:13,970
SA-0147-43-82,I,60-01133871074,16/3/2010 12:30,964
SA-0210-42-47,I,60-01843430347,14/7/2009 17:46,765
SA-0263-79-37,I,60-01298077411,21/7/2009 11:32,497
SA-0305-50-15,I,60-01329503032,22/3/2010 3:08,682
SA-0037-94-05,I,60-01199313220,17/11/2009 5:28,289
SA-0138-33-52,I,60-01466544872,23/3/2009 1:24,472
SA-0185-10-64,I,60-01291515192,1/8/2010 23:12,109
SA-0210-42-47,I,60-01205824915,5/10/2009 18:08,233
SA-0249-45-54,I,60-01648258721,19/9/2010 6:38,504
SA-0009-04-02,I,60-01167891430,17/11/2009 8:48,312
SA-0063-02-33,I,60-01924728575,5/2/2009 4:23,920
SA-0343-60-69,I,60-01107076259,7/10/2010 5:53,822
SA-0263-79-37,I,60-01114492659,24/4/2010 10:03,521
SA-0144-10-84,I,60-01162052692,16/3/2010 9:15,239
SA-0220-48-64,I,60-01861875923,8/5/2009 0:58,554
SA-0314-69-44,I,60-01090706837,20/1/2010 21:49,330
SA-0145-41-01,I,60-01806524420,20/4/2010 9:46,818
SA-0012-71-76,I,60-01701648715,14/8/2010 1:31,955
SA-0312-94-95,I,60-01920318777,8/9/2009 11:47,286
SA-0202-82-34,I,60-01832922014,16/10/2010 2:47,288
SA-0144-10-84,I,60-01841146081,14/10/2010 20:13,513
SA-0185-10-64,I,60-01235491919,19/1/2009 0:21,364
SA-0335-96-08,I,60-01019977316,13/5/2009 13:15,971
SA-0303-06-26,I,60-01844638156,8/10/2009 14:16,479
SA-0305-50-15,I,60-01978587506,8/4/2010 21:16,657
SA-0312-94-95,I,60-01588868405,6/11/2010 7:55,394
SA-0312-94-95,I,60-01638487939,18/12/2010 3:46,405
SA-0033-12-88,I,60-01530978868,20/5/2010 11:52,940
SA-0361-84-31,I,60-01219469338,13/1/2009 9:15,61
SA-0138-33-52,I,60-01315924024,10/2/2009 0:56,753
SA-0263-79-37,I,60-01498844062,3/5/2010 12:39,245
SA-0133-16-62,I,60-01529672216,29/9/2010 7:43,189
SA-0145-41-01,I,60-01772997666,15/6/2010 1:10,988
SA-0401-55-12,I,60-01228975967,21/5/2010 7:29,399
SA-0187-35-19,I,60-01347287600,24/5/2009 12:42,996
SA-0112-53-34,I,60-01916683415,20/10/2009 6:37,436
SA-0220-61-46,I,60-01363807453,11/7/2010 11:59,811
SA-0314-69-44,I,60-01123880619,10/2/2010 21:44,931
SA-0012-71-76,I,60-01900656805,27/9/2010 18:56,961
SA-0290-06-89,I,60-01459872058,22/5/2010 14:26,921
SA-0314-69-44,I,60-01530519677,12/7/2009 1:09,932
SA-0249-45-54,I,60-01734455492,16/5/2009 2:18,340
SA-0138-33-52,I,60-01469519771,23/1/2010 6:17,773
SA-0144-10-84,I,60-01740984016,29/11/2010 23:03,792
SA-0155-74-77,I,60-01396182370,15/10/2009 23:30,191
SA-0343-60-69,I,60-01107921129,28/4/2009 14:05,903
SA-0107-05-98,I,60-01587838775,16/2/2009 11:21,425
SA-0303-06-26,I,60-01446098617,18/7/2009 18:45,754
SA-0138-33-52,I,60-01958709607,29/8/2010 10:12,952
SA-0055-36-68,I,60-01406466520,11/2/2009 20:44,503
SA-0303-06-26,I,60-01553023396,4/10/2009 17:20,279
SA-0361-84-31,I,60-01030074251,10/11/2009 19:08,893
SA-0138-33-52,I,60-01969850424,4/4/2009 23:55,759
SA-0112-53-34,I,60-01740980616,24/10/2009 4:03,689
SA-0151-98-79,I,60-01635012943,23/10/2009 9:38,109
SA-0080-84-93,I,60-01161816369,1/1/2009 0:18,865
SA-0005-14-91,I,60-01483059948,15/8/2009 21:18,261
SA-0009-04-02,I,60-01486222248,22/2/2009 12:33,944
SA-0033-12-88,I,60-01650624064,14/11/2010 13:22,423
SA-0145-41-01,I,60-01608916075,19/4/2010 11:34,349
SA-0021-95-06,I,60-01289572422,22/2/2010 4:01,135
SA-0080-84-93,I,60-01500267513,18/1/2009 14:27,285
SA-0009-04-02,I,60-01810449650,5/2/2009 17:24,370
SA-0005-14-91,I,60-01171527951,31/1/2010 11:25,575
SA-0186-07-48,I,60-01119736242,28/10/2010 15:59,500
SA-0252-71-33,I,60-01510001312,5/6/2010 0:12,864
SA-0050-81-89,I,60-01469388488,27/8/2010 4:54,817
SA-0155-74-77,I,60-01135999937,26/3/2009 12:22,928
SA-0414-20-79,I,60-01034555997,10/9/2009 14:34,974
SA-0222-28-58,I,60-01682342999,21/10/2009 4:03,341
SA-0378-80-96,I,60-01944736313,21/11/2009 20:14,376
SA-0220-61-46,I,60-01579964009,10/7/2009 12:45,519
SA-0033-12-88,I,60-01603633187,18/4/2009 18:26,717
SA-0414-86-48,I,60-01971150164,28/7/2010 9:13,974
SA-0107-05-98,I,60-01088173103,22/2/2009 8:49,677
SA-0263-79-37,I,60-01355691904,11/10/2010 4:01,672
SA-0290-06-89,I,60-01172490004,9/11/2010 3:21,196
SA-0187-35-19,I,60-01883318999,25/10/2009 13:38,499
SA-0033-12-88,I,60-01953064133,8/6/2010 14:50,518
SA-0263-79-37,I,60-01071341431,22/10/2009 21:42,908
SA-0063-02-33,I,60-01177352925,23/6/2009 18:13,952
SA-0335-96-08,I,60-01698174894,20/9/2009 0:04,460
SA-0037-94-05,I,60-01567470227,17/9/2010 18:37,833
SA-0202-82-34,I,60-01488410861,30/4/2009 17:00,306
SA-0005-14-91,I,60-01510432401,1/9/2010 4:15,622
SA-0249-45-54,I,60-01366885822,10/8/2009 9:37,993
SA-0210-42-47,I,60-01256175571,28/10/2009 17:18,72
SA-0182-19-79,I,60-01226560671,29/3/2010 14:32,712
SA-0182-19-79,I,60-01971693483,13/4/2009 17:16,210
SA-0107-05-98,I,60-01635280598,2/3/2009 19:21,909
SA-0220-61-46,I,60-01527563176,22/6/2010 22:17,850
SA-0005-14-91,I,60-01065590081,26/6/2010 2:24,477
SA-0186-07-48,I,60-01236456138,7/3/2010 19:17,497
SA-0050-81-89,I,60-01082883511,20/12/2009 23:43,982
SA-0080-84-93,I,60-01165957320,10/6/2009 18:09,818
SA-0133-16-62,I,60-01715096490,16/4/2009 0:17,570
SA-0279-91-74,I,60-01888983283,10/4/2010 11:48,983
SA-0290-06-89,I,60-01156591087,3/4/2010 0:25,657
SA-0343-60-69,I,60-01618360642,1/2/2010 17:46,512
SA-0182-19-79,I,60-01582443583,2/4/2009 3:14,446
SA-0220-61-46,I,60-01317901847,30/4/2010 14:26,431
SA-0021-95-06,I,60-01385950128,23/5/2009 13:46,286
SA-0210-42-47,I,60-01821321301,9/6/2010 22:52,782
SA-0303-06-26,I,60-01665940773,18/1/2009 23:04,111
SA-0037-94-05,I,60-01282312833,17/3/2009 18:49,554
SA-0378-80-96,I,60-01784314358,2/4/2009 20:34,325
SA-0055-36-68,I,60-01984370124,9/6/2009 14:01,125
SA-0145-41-01,I,60-01194900109,19/5/2009 8:20,483
SA-0080-84-93,I,60-01460555392,18/6/2010 5:13,285
SA-0252-71-33,I,60-01826969609,24/11/2010 17:45,735
SA-0249-45-54,I,60-01283754360,7/11/2010 14:58,687
SA-0186-07-48,I,60-01238531993,20/9/2009 7:47,772
SA-0312-94-95,I,60-01168406133,15/7/2009 2:55,964
SA-0182-19-79,I,60-01422268480,22/7/2009 0:08,835
SA-0144-10-84,I,60-01480253194,17/11/2009 16:08,807
SA-0144-10-84,I,60-01498584628,21/8/2009 10:10,922
SA-0185-10-64,I,60-01375421791,26/9/2009 1:05,464
SA-0210-42-47,I,60-01068541107,26/5/2009 13:33,950
SA-0378-80-96,I,60-01051041664,9/12/2010 6:33,471
SA-0055-36-68,I,60-01310953785,30/4/2010 20:28,700
SA-0080-84-93,I,60-01807391571,26/3/2010 10:56,424
SA-0290-06-89,I,60-01649500693,2/9/2010 5:18,646
SA-0305-50-15,I,60-01662008682,3/1/2009 11:40,895
SA-0279-91-74,I,60-01631689728,14/3/2010 18:19,880
SA-0114-12-73,I,60-01899697968,28/6/2010 17:41,585
SA-0339-42-22,I,60-01240232010,3/1/2009 19:24,419
SA-0138-33-52,I,60-01347152883,5/6/2009 11:17,627
SA-0401-55-12,I,60-01027696973,3/5/2009 20:20,305
SA-0263-79-37,I,60-01319557867,24/3/2010 16:16,488
SA-0112-53-34,I,60-01897502910,20/9/2009 8:02,252
SA-0114-12-73,I,60-01606989350,21/5/2010 15:56,363
SA-0107-05-98,I,60-01992734353,8/9/2009 1:00,673
