AccNo,Type,PhoneNo,CallTime,Duration
SA-0155-74-77,I,60-01116726910,2012-04-27 19:00:02,887
SA-0187-35-19,I,60-01519259540,2012-01-08 18:14:40,485
SA-0252-71-33,I,60-01677336277,2011-12-18 22:15:00,522
SA-0055-36-68,I,60-01734436843,2012-09-17 15:57:38,836
SA-0037-94-05,I,60-01319820679,2011-11-02 01:16:20,290
SA-0147-43-82,I,60-01542492684,2012-02-15 10:17:06,296
SA-0187-35-19,I,60-01902111467,2011-03-20 13:11:45,853
SA-0252-71-33,I,60-01021031603,2012-07-10 09:08:50,288
SA-0063-02-33,I,60-01289286153,2011-11-26 11:43:52,462
SA-0361-84-31,I,60-01532747575,2011-07-19 12:42:24,321
SA-0263-79-37,I,60-01999712641,2012-05-17 03:45:48,376
SA-0210-42-47,I,60-01875161429,2011-11-13 06:56:49,662
SA-0263-79-37,I,60-01337012642,2012-06-14 03:22:24,730
SA-0290-06-89,I,60-01140808008,2011-12-04 16:09:17,122
SA-0222-28-58,I,60-01151538369,2012-09-22 20:45:31,634
SA-0414-86-48,I,60-01662586275,2012-09-05 19:01:05,163
SA-0055-36-68,I,60-01549179697,2012-04-09 06:21:27,963
SA-0112-53-34,I,60-01064713541,2011-06-28 19:54:41,482
SA-0378-80-96,I,60-01067220693,2011-12-18 15:32:01,707
SA-0107-05-98,I,60-01980748508,2011-07-20 18:13:05,673
SA-0107-05-98,I,60-01362075830,2011-07-22 07:06:40,144
SA-0185-10-64,I,60-01952336561,2011-06-10 13:51:06,912
SA-0092-93-02,I,60-01943222425,2012-04-01 07:10:58,233
SA-0227-78-67,I,60-01115038992,2011-01-27 08:00:36,837
SA-0107-05-98,I,60-01041231205,2011-04-24 15:27:19,922
SA-0185-10-64,I,60-01201745479,2011-02-22 20:58:48,383
SA-0186-07-48,I,60-01815611783,2011-04-03 13:39:38,445
SA-0249-45-54,I,60-01178808068,2012-09-12 19:46:33,85
SA-0145-41-01,I,60-01302481284,2012-11-07 22:03:38,793
SA-0012-71-76,I,60-01290165680,2012-05-31 21:01:15,897
SA-0414-20-79,I,60-01260320639,2011-04-25 23:49:59,196
SA-0080-84-93,I,60-01806744629,2011-09-03 08:19:51,289
SA-0187-35-19,I,60-01231718273,2012-03-16 21:22:00,545
SA-0114-12-73,I,60-01330814689,2012-03-10 08:23:16,959
SA-0261-41-34,I,60-01111626293,2012-06-11 02:15:35,890
SA-0050-81-89,I,60-01682509100,2011-07-29 03:25:59,614
SA-0335-96-08,I,60-01244320913,2011-03-11 09:28:27,169
SA-0249-45-54,I,60-01111881289,2011-04-01 21:29:14,584
SA-0210-42-47,I,60-01650713661,2011-04-05 22:15:35,675
SA-0050-81-89,I,60-01426154086,2011-12-21 16:49:58,205
SA-0210-42-47,I,60-01318403059,2011-08-20 17:46:26,576
SA-0182-19-79,I,60-01770167582,2011-09-05 15:29:29,994
SA-0021-95-06,I,60-01189672695,2011-09-18 10:44:02,433
SA-0249-45-54,I,60-01622691990,2012-05-05 05:18:35,460
SA-0312-94-95,I,60-01937869341,2011-09-09 11:28:27,233
SA-0220-61-46,I,60-01718497187,2011-11-13 00:07:51,970
SA-0145-41-01,I,60-01621311685,2012-07-29 00:40:08,299
SA-0155-74-77,I,60-01219247300,2012-04-04 22:35:07,834
SA-0187-35-19,I,60-01147457477,2012-09-28 15:31:58,401
SA-0414-86-48,I,60-01797120220,2011-12-01 03:54:02,538
SA-0114-12-73,I,60-01436754226,2011-11-21 20:07:58,706
SA-0202-82-34,I,60-01847398026,2011-12-23 13:01:58,691
SA-0033-12-88,I,60-01590731433,2012-01-31 09:42:56,358
SA-0261-41-34,I,60-01844126298,2012-02-27 06:47:41,290
SA-0263-79-37,I,60-01861990155,2011-04-09 22:26:29,724
SA-0092-93-02,I,60-01700323141,2012-10-01 14:19:29,555
SA-0343-60-69,I,60-01198075466,2012-06-27 16:20:39,381
SA-0147-43-82,I,60-01861350335,2012-10-26 04:21:54,952
SA-0263-79-37,I,60-01703579396,2011-02-28 17:40:51,193
SA-0080-84-93,I,60-01393764361,2012-08-21 13:04:16,344
SA-0187-35-19,I,60-01086423479,2012-02-12 09:37:56,913
SA-0252-71-33,I,60-01342253840,2012-03-25 05:07:04,407
SA-0092-93-02,I,60-01923742879,2012-12-25 08:01:06,930
SA-0202-82-34,I,60-01478776386,2012-11-28 07:07:11,476
SA-0080-84-93,I,60-01528936113,2011-04-25 17:51:33,461
SA-0401-55-12,I,60-01343675072,2011-06-20 03:57:28,344
SA-0114-12-73,I,60-01891389602,2011-01-13 19:47:09,924
SA-0112-53-34,I,60-01605656666,2011-05-22 21:50:25,760
SA-0414-86-48,I,60-01600869115,2012-08-02 22:49:25,743
SA-0080-84-93,I,60-01251305365,2011-01-16 05:25:31,879
SA-0312-94-95,I,60-01812091516,2012-12-21 03:10:03,556
SA-0361-84-31,I,60-01683058797,2012-01-04 21:27:25,918
SA-0187-35-19,I,60-01761101689,2011-07-30 16:10:58,770
SA-0009-04-02,I,60-01270021671,2012-04-10 01:11:14,353
SA-0378-80-96,I,60-01263248440,2011-05-23 14:06:37,520
SA-0279-91-74,I,60-01995883413,2012-07-23 17:03:53,175
SA-0009-04-02,I,60-01826078213,2012-01-04 21:38:20,789
SA-0339-42-22,I,60-01670276088,2011-12-17 22:39:42,581
SA-0138-33-52,I,60-01388101217,2012-09-04 18:10:51,771
SA-0182-19-79,I,60-01935664170,2012-01-20 04:39:20,802
SA-0210-42-47,I,60-01656149111,2011-02-14 18:23:42,385
SA-0107-05-98,I,60-01225037892,2011-10-05 17:44:41,110
SA-0414-20-79,I,60-01121562345,2012-11-06 10:41:55,796
SA-0092-93-02,I,60-01377876295,2012-04-14 07:26:47,260
SA-0222-28-58,I,60-01496245002,2011-10-25 02:35:48,625
SA-0155-74-77,I,60-01286342532,2011-11-27 09:41:01,130
SA-0314-69-44,I,60-01900643478,2011-12-16 06:46:52,538
SA-0009-04-02,I,60-01130989162,2012-01-22 09:58:24,825
SA-0261-41-34,I,60-01212984983,2012-05-27 11:09:10,302
SA-0055-36-68,I,60-01739938212,2012-05-04 22:23:29,280
SA-0220-48-64,I,60-01110646083,2012-07-10 21:28:56,71
SA-0012-71-76,I,60-01576268748,2011-04-26 05:56:43,574
SA-0112-53-34,I,60-01121318740,2011-07-21 21:08:32,875
SA-0182-19-79,I,60-01009615922,2012-01-16 13:49:09,609
SA-0314-69-44,I,60-01878694809,2011-05-13 09:44:55,732
SA-0414-20-79,I,60-01399950137,2012-06-02 15:09:43,196
SA-0220-61-46,I,60-01034589704,2011-10-10 01:30:03,871
SA-0080-84-93,I,60-01041748626,2012-09-05 08:06:01,376
SA-0138-33-52,I,60-01098269834,2012-04-05 10:24:56,925
SA-0210-42-47,I,60-01616899414,2012-01-17 19:27:08,643
SA-0187-35-19,I,60-01018077599,2012-10-30 16:59:48,557
SA-0050-81-89,I,60-01602995965,2012-03-02 00:18:10,767
SA-0401-55-12,I,60-01192424037,2012-11-14 07:31:42,301
SA-0050-81-89,I,60-01233557296,2012-05-04 14:02:12,595
SA-0305-50-15,I,60-01572232873,2011-06-28 14:46:21,461
SA-0261-41-34,I,60-01219719120,2011-11-07 02:30:03,724
SA-0263-79-37,I,60-01577158197,2012-07-05 14:50:12,639
SA-0261-41-34,I,60-01473906646,2012-09-25 23:06:32,286
SA-0107-05-98,I,60-01927635827,2012-05-17 03:05:04,115
SA-0279-91-74,I,60-01018547812,2012-05-29 10:54:57,835
SA-0305-50-15,I,60-01011325971,2012-03-08 04:28:32,559
SA-0378-80-96,I,60-01068595063,2011-06-28 05:07:14,788
SA-0092-93-02,I,60-01224888078,2011-03-28 17:22:59,417
SA-0378-80-96,I,60-01561671866,2011-12-17 06:19:27,82
SA-0202-82-34,I,60-01700858856,2011-06-25 12:48:00,763
SA-0339-42-22,I,60-01610042570,2011-04-06 06:02:59,165
SA-0186-07-48,I,60-01294038825,2011-05-23 18:29:27,995
SA-0012-71-76,I,60-01248526285,2012-12-05 12:07:29,482
SA-0055-36-68,I,60-01560520134,2011-10-05 09:58:45,579
SA-0305-50-15,I,60-01699378529,2011-05-15 14:07:49,538
SA-0261-41-34,I,60-01192139859,2011-06-30 22:48:06,557
SA-0107-05-98,I,60-01472763281,2011-12-04 15:47:27,488
SA-0112-53-34,I,60-01718642809,2012-12-17 06:18:55,418
SA-0009-04-02,I,60-01494022331,2011-11-24 15:48:57,906
SA-0012-71-76,I,60-01236995419,2011-11-22 05:24:52,527
SA-0063-02-33,I,60-01793784140,2011-10-29 07:48:51,628
SA-0314-69-44,I,60-01284931219,2011-02-14 19:38:03,765
SA-0314-69-44,I,60-01937006277,2011-10-20 07:14:27,688
SA-0050-81-89,I,60-01492293492,2011-09-04 06:57:18,961
SA-0290-06-89,I,60-01877676978,2012-06-12 03:33:16,890
SA-0080-84-93,I,60-01088275811,2012-02-03 10:36:34,995
SA-0220-48-64,I,60-01386740119,2011-05-06 00:50:29,832
SA-0210-42-47,I,60-01332774123,2011-06-01 02:34:32,879
SA-0261-41-34,I,60-01698422032,2011-03-26 06:54:10,681
SA-0335-96-08,I,60-01548298323,2011-08-14 07:30:25,541
SA-0186-07-48,I,60-01054237572,2011-07-05 04:31:25,717
SA-0335-96-08,I,60-01540590579,2011-03-24 16:40:41,106
SA-0145-41-01,I,60-01243397602,2012-08-09 10:33:48,839
SA-0114-12-73,I,60-01229620659,2012-02-18 19:29:57,620
SA-0279-91-74,I,60-01784242782,2011-10-13 05:42:55,478
SA-0185-59-07,I,60-01567699893,2012-12-23 18:24:42,578
SA-0063-02-33,I,60-01773365933,2012-12-24 13:33:30,161
SA-0249-45-54,I,60-01916726773,2012-05-16 10:25:50,71
SA-0151-98-79,I,60-01736271556,2011-07-20 04:04:33,695
SA-0107-05-98,I,60-01295378754,2012-04-16 03:26:02,447
SA-0155-74-77,I,60-01992350174,2011-05-03 12:40:41,992
SA-0220-61-46,I,60-01984586488,2011-05-05 19:03:34,741
SA-0312-94-95,I,60-01392146103,2012-07-20 09:53:06,882
SA-0063-02-33,I,60-01617216289,2012-10-29 15:42:54,118
SA-0155-74-77,I,60-01842135389,2011-09-30 21:55:51,246
SA-0107-05-98,I,60-01192183390,2011-11-06 18:47:10,779
SA-0107-05-98,I,60-01087525689,2012-10-16 00:32:40,257
SA-0133-16-62,I,60-01467862087,2011-04-10 00:24:59,435
SA-0290-06-89,I,60-01593904274,2011-07-16 04:53:12,885
SA-0009-04-02,I,60-01106092809,2012-10-31 23:27:22,447
SA-0112-53-34,I,60-01044870225,2011-11-21 05:29:10,943
SA-0112-53-34,I,60-01245337306,2011-12-05 14:01:27,658
SA-0050-81-89,I,60-01787953764,2012-08-22 22:46:12,849
SA-0227-78-67,I,60-01599866802,2011-02-02 05:12:20,788
SA-0414-86-48,I,60-01641765959,2011-04-29 15:36:35,782
SA-0155-74-77,I,60-01745311202,2011-12-18 00:57:17,376
SA-0080-84-93,I,60-01717839280,2011-09-16 06:58:35,672
SA-0401-55-12,I,60-01171915694,2012-08-05 02:39:37,413
SA-0252-71-33,I,60-01281841013,2012-10-07 01:33:12,684
SA-0037-94-05,I,60-01237657583,2012-12-07 20:04:31,625
SA-0055-36-68,I,60-01273527337,2011-08-01 06:48:32,72
SA-0220-48-64,I,60-01677370327,2011-01-02 03:09:48,679
SA-0155-74-77,I,60-01478496335,2011-07-14 00:20:51,666
SA-0314-69-44,I,60-01599706950,2011-03-11 05:37:43,337
SA-0144-10-84,I,60-01938104953,2012-06-08 14:40:51,259
SA-0151-98-79,I,60-01236773890,2011-12-31 16:30:50,597
SA-0303-06-26,I,60-01342837643,2012-10-30 14:37:14,639
SA-0252-71-33,I,60-01811609087,2011-10-24 02:25:44,262
SA-0263-79-37,I,60-01870727145,2012-12-06 09:21:34,172
SA-0107-05-98,I,60-01664534048,2011-05-25 10:18:22,886
SA-0185-10-64,I,60-01696569436,2012-08-22 20:56:25,698
SA-0314-69-44,I,60-01291688073,2012-06-17 00:10:09,254
SA-0210-42-47,I,60-01953588021,2012-09-14 18:27:29,813
SA-0185-59-07,I,60-01822957593,2011-04-30 02:07:19,914
SA-0151-98-79,I,60-01701901983,2012-03-05 09:56:18,563
SA-0339-42-22,I,60-01287321222,2012-12-24 02:06:36,496
SA-0202-82-34,I,60-01965548314,2011-09-20 02:20:51,710
SA-0401-55-12,I,60-01648742380,2012-06-16 04:53:31,735
SA-0305-50-15,I,60-01996167151,2011-02-11 07:05:14,857
SA-0187-35-19,I,60-01997898885,2011-09-12 04:06:02,777
SA-0305-50-15,I,60-01430420372,2012-12-11 21:28:56,734
SA-0185-10-64,I,60-01680228131,2011-09-03 00:09:38,924
SA-0339-42-22,I,60-01569325978,2011-06-03 22:21:59,541
SA-0063-02-33,I,60-01532078810,2012-09-29 03:50:16,298
SA-0063-02-33,I,60-01778362405,2011-11-27 05:02:07,139
SA-0290-06-89,I,60-01086570955,2012-03-26 12:22:25,486
SA-0037-94-05,I,60-01756913221,2011-10-31 00:41:16,355
SA-0145-41-01,I,60-01393829345,2012-10-10 22:25:56,286
SA-0145-41-01,I,60-01216930634,2012-08-03 18:35:45,852
SA-0290-06-89,I,60-01403486947,2012-01-05 07:20:50,123
SA-0187-35-19,I,60-01985235774,2012-04-13 16:35:00,986
SA-0185-10-64,I,60-01705159189,2012-10-25 15:06:26,676
SA-0112-53-34,I,60-01600023895,2011-06-01 21:38:40,290
SA-0055-36-68,I,60-01801835347,2011-07-23 01:34:53,145
SA-0220-61-46,I,60-01674619151,2011-08-20 02:07:34,113
SA-0263-79-37,I,60-01168678944,2012-09-07 23:05:14,745
SA-0343-60-69,I,60-01112684188,2011-11-17 02:35:26,253
SA-0343-60-69,I,60-01691859508,2011-12-14 05:08:04,369
SA-0210-42-47,I,60-01236406053,2012-02-25 03:57:02,989
SA-0050-81-89,I,60-01200987467,2011-10-05 20:49:31,612
SA-0202-82-34,I,60-01751844563,2011-10-06 08:07:21,407
SA-0305-50-15,I,60-01187676975,2012-12-14 09:06:11,745
SA-0187-35-19,I,60-01922792050,2011-03-25 06:51:17,281
SA-0263-79-37,I,60-01781572416,2011-11-29 14:55:48,347
SA-0279-91-74,I,60-01776738630,2011-05-22 22:42:41,707
SA-0222-28-58,I,60-01102755182,2012-06-25 17:33:51,436
SA-0305-50-15,R,+65-67753927,2012-01-07 01:16:07,93
SA-0021-95-06,R,+65-60515236,2012-10-11 22:25:33,293
SA-0314-69-44,R,+65-64041678,2011-05-30 16:52:52,837
SA-0290-06-89,R,+65-64148487,2012-04-07 13:55:31,653
SA-0249-45-54,R,+65-66302881,2011-03-17 11:36:00,200
SA-0343-60-69,R,+65-62042740,2012-03-07 23:04:18,149
SA-0147-43-82,R,+65-65531706,2012-10-27 12:19:18,659
SA-0055-36-68,R,+65-63057398,2012-03-02 16:23:43,960
SA-0009-04-02,R,+65-67962128,2011-09-27 18:27:20,398
SA-0227-78-67,R,+65-61607371,2012-06-03 00:35:50,721
SA-0187-35-19,R,+65-61998674,2011-04-29 13:11:20,455
SA-0312-94-95,R,+65-64081162,2011-12-07 13:53:01,241
SA-0335-96-08,R,+65-61469026,2011-08-18 15:22:50,707
SA-0220-61-46,R,+65-63167749,2012-12-14 13:01:02,406
SA-0033-12-88,R,+65-62968301,2012-03-28 15:14:32,278
SA-0343-60-69,R,+65-69840668,2012-10-18 12:08:18,88
SA-0187-35-19,R,+65-63358555,2011-11-01 19:15:58,247
SA-0055-36-68,R,+65-65260852,2012-03-28 16:41:45,436
SA-0303-06-26,R,+65-64849939,2012-10-27 16:31:17,895
SA-0009-04-02,R,+65-66359716,2011-09-16 00:33:29,665
SA-0305-50-15,R,+65-61061588,2012-03-02 12:58:31,482
SA-0401-55-12,R,+65-66472240,2012-06-14 06:02:59,704
SA-0210-42-47,R,+65-65562012,2012-03-24 01:23:18,78
SA-0290-06-89,R,+65-66199012,2011-10-21 05:07:57,355
SA-0185-10-64,R,+65-60303127,2012-10-12 07:34:45,927
SA-0220-61-46,R,+65-62375235,2011-06-16 14:16:35,111
SA-0186-07-48,R,+65-68598972,2012-08-17 18:26:12,744
SA-0252-71-33,R,+65-60163766,2011-05-07 07:18:38,282
SA-0186-07-48,R,+65-61453081,2011-02-01 18:39:52,819
SA-0145-41-01,R,+65-65130065,2011-04-19 12:15:29,806
SA-0414-86-48,R,+65-68106808,2011-03-10 19:20:29,454
SA-0092-93-02,R,+65-63702095,2012-02-18 02:28:03,900
SA-0222-28-58,R,+65-68191701,2011-07-10 11:33:05,98
SA-0145-41-01,R,+65-68343379,2011-11-30 18:29:21,215
SA-0185-10-64,R,+65-65730447,2011-03-01 22:39:47,420
SA-0033-12-88,R,+65-68136770,2011-12-20 08:00:39,65
SA-0012-71-76,R,+65-62979242,2011-08-15 22:04:05,740
SA-0185-10-64,R,+65-66895911,2011-03-05 16:29:56,72
SA-0305-50-15,R,+65-64983776,2011-01-11 17:15:16,537
SA-0361-84-31,R,+65-64210098,2012-02-18 19:42:06,925
SA-0021-95-06,R,+65-62257352,2011-10-29 03:44:20,894
SA-0335-96-08,R,+65-60728234,2012-01-03 19:11:18,692
SA-0155-74-77,R,+65-66115951,2012-02-12 06:16:41,64
SA-0252-71-33,R,+65-64988118,2012-12-20 00:50:26,605
SA-0092-93-02,R,+65-69925956,2012-01-07 12:16:27,568
SA-0414-86-48,R,+65-67278038,2011-09-15 05:57:49,613
SA-0005-14-91,R,+65-66434050,2012-03-11 05:06:31,324
SA-0220-48-64,R,+65-69635743,2012-09-19 09:46:02,904
SA-0185-59-07,R,+65-60669904,2012-04-11 00:07:47,957
SA-0186-07-48,R,+65-69608600,2012-08-14 23:45:05,571
SA-0033-12-88,R,+65-67326672,2012-08-22 06:43:00,657
SA-0222-28-58,R,+65-65794088,2011-08-09 00:38:01,854
SA-0263-79-37,R,+65-64800869,2011-02-19 16:33:30,467
SA-0145-41-01,R,+65-63403358,2011-11-21 23:50:31,255
SA-0361-84-31,R,+65-66242295,2012-10-22 07:22:30,500
SA-0092-93-02,R,+65-64758858,2012-05-03 01:20:41,179
SA-0252-71-33,R,+65-66257475,2012-04-07 16:17:40,578
SA-0186-07-48,R,+65-62829163,2011-09-12 08:36:19,961
SA-0021-95-06,R,+65-67168108,2011-12-03 12:51:25,233
SA-0005-14-91,R,+65-67575147,2012-02-04 17:36:32,588
SA-0220-48-64,R,+65-68837474,2011-05-26 06:06:46,633
SA-0339-42-22,R,+65-69148292,2012-04-08 15:00:21,927
SA-0147-43-82,R,+65-67121992,2011-07-05 01:20:52,766
SA-0361-84-31,R,+65-63639242,2011-09-24 05:50:51,125
SA-0202-82-34,R,+65-69854530,2011-11-21 19:24:58,261
SA-0343-60-69,R,+65-67480584,2011-11-14 15:21:38,746
SA-0080-84-93,R,+65-68689143,2012-11-30 08:00:41,910
SA-0012-71-76,R,+65-67465940,2011-06-20 20:42:28,801
SA-0112-53-34,R,+65-62193892,2012-07-14 23:35:45,362
SA-0202-82-34,R,+65-60277972,2012-02-28 10:45:30,123
SA-0005-14-91,R,+65-63972734,2012-02-27 20:46:04,102
SA-0021-95-06,R,+65-61720066,2011-03-31 15:33:42,762
SA-0144-10-84,R,+65-69750999,2011-12-15 05:51:57,609
SA-0343-60-69,R,+65-62768912,2011-02-16 05:40:11,232
SA-0303-06-26,R,+65-61312766,2011-03-07 04:38:37,181
SA-0261-41-34,R,+65-69686770,2011-10-21 16:46:26,162
SA-0378-80-96,R,+65-61430851,2011-06-06 22:37:56,95
SA-0187-35-19,R,+65-61556773,2011-07-31 04:19:28,108
SA-0261-41-34,R,+65-67795522,2012-04-05 17:02:47,511
SA-0343-60-69,R,+65-61383042,2011-09-04 21:14:22,984
SA-0222-28-58,R,+65-60711526,2011-08-10 21:52:14,728
SA-0187-35-19,R,+65-67543205,2011-05-22 15:35:51,894
SA-0210-42-47,R,+65-61769730,2012-08-08 04:52:11,952
SA-0210-42-47,R,+65-65178842,2012-07-15 09:07:06,154
SA-0114-12-73,R,+65-68691513,2012-08-28 17:27:57,197
SA-0055-36-68,R,+65-65992033,2011-09-30 05:26:02,205
SA-0151-98-79,R,+65-66592536,2011-09-26 11:59:58,260
SA-0050-81-89,R,+65-67873885,2012-08-14 06:06:38,921
SA-0414-20-79,R,+65-68071264,2012-04-29 16:50:23,533
SA-0314-69-44,R,+65-69034335,2011-01-20 09:26:17,607
SA-0012-71-76,R,+65-62670720,2012-04-23 08:01:16,245
SA-0092-93-02,R,+65-68340127,2011-07-24 16:21:51,701
SA-0185-59-07,R,+65-62606654,2012-06-08 09:37:47,628
SA-0305-50-15,R,+65-67089779,2011-10-01 15:14:58,661
SA-0147-43-82,R,+65-60744134,2012-01-19 15:15:02,373
SA-0187-35-19,R,+65-63213517,2012-09-23 14:13:58,163
SA-0145-41-01,R,+65-66114435,2012-02-26 03:39:08,478
SA-0147-43-82,R,+65-68313349,2012-12-30 18:07:55,934
SA-0012-71-76,R,+65-65867812,2011-04-18 16:05:11,89
SA-0202-82-34,R,+65-69982172,2012-05-31 10:07:42,586
SA-0279-91-74,R,+65-61719536,2012-10-19 21:49:28,497
SA-0261-41-34,R,+65-64899506,2011-10-03 11:22:12,502
SA-0414-20-79,R,+65-65230476,2011-07-06 13:24:48,612
SA-0021-95-06,R,+65-69231506,2011-11-06 01:35:08,156
SA-0220-61-46,R,+65-64008582,2012-08-03 02:16:52,673
SA-0182-19-79,R,+65-66139893,2012-11-07 16:27:22,233
SA-0133-16-62,R,+65-60725870,2012-04-14 02:08:29,249
SA-0185-10-64,R,+65-63941053,2012-03-16 21:51:25,822
SA-0021-95-06,R,+65-60227314,2012-08-16 11:50:21,947
SA-0055-36-68,R,+65-65235966,2011-08-08 12:34:34,482
SA-0145-41-01,R,+65-66566084,2011-05-16 04:22:46,227
SA-0249-45-54,R,+65-63576888,2011-02-02 09:04:32,744
SA-0263-79-37,R,+65-65050357,2012-04-04 15:14:31,594
SA-0063-02-33,R,+65-60551468,2012-09-08 23:24:54,264
SA-0009-04-02,R,+65-61981208,2012-01-21 06:47:48,109
SA-0202-82-34,R,+65-66136156,2012-04-09 00:12:23,788
SA-0290-06-89,R,+65-69743648,2011-02-27 07:02:45,978
SA-0092-93-02,R,+65-61341028,2012-04-29 02:21:28,896
SA-0335-96-08,R,+65-64028499,2011-06-10 20:11:14,196
SA-0401-55-12,R,+65-62260166,2012-12-30 20:09:50,808
SA-0112-53-34,R,+65-64951287,2012-02-15 05:24:13,82
SA-0147-43-82,R,+65-61465378,2012-04-08 01:09:45,445
SA-0112-53-34,R,+65-69537597,2012-02-19 07:14:59,203
SA-0185-59-07,R,+65-60228732,2011-08-03 20:47:23,237
SA-0005-14-91,R,+65-69720390,2012-10-17 05:25:27,565
SA-0210-42-47,R,+65-65860860,2012-12-10 08:41:29,173
SA-0303-06-26,R,+65-63483810,2012-09-26 16:56:06,996
SA-0185-59-07,R,+65-66135606,2012-02-26 01:16:09,732
SA-0185-10-64,R,+65-69482755,2011-04-26 05:59:47,792
SA-0227-78-67,R,+65-67342429,2011-11-26 09:59:46,89
SA-0361-84-31,R,+65-68811811,2011-06-30 02:23:55,820
SA-0182-19-79,R,+65-62645156,2011-01-15 12:42:43,663
SA-0114-12-73,R,+65-65803595,2012-05-27 04:20:39,834
SA-0361-84-31,R,+65-69688693,2012-08-14 04:33:59,451
SA-0144-10-84,R,+65-67964123,2011-12-10 06:59:53,398
SA-0263-79-37,R,+65-65576107,2011-01-09 19:28:15,293
SA-0114-12-73,R,+65-67381345,2012-08-24 08:42:26,189
SA-0222-28-58,R,+65-67871526,2011-08-20 22:20:43,116
SA-0182-19-79,R,+65-65463879,2011-09-15 10:14:45,399
SA-0114-12-73,R,+65-67177160,2011-03-31 06:36:09,871
SA-0033-12-88,R,+65-68411928,2011-03-11 08:56:35,540
SA-0037-94-05,R,+65-61631655,2012-01-07 13:02:52,611
SA-0114-12-73,R,+65-64578418,2012-08-25 15:17:53,545
SA-0279-91-74,R,+65-65452702,2011-03-31 10:24:37,953
SA-0339-42-22,R,+65-69705047,2012-06-18 16:25:18,105
SA-0222-28-58,R,+65-66889753,2012-01-27 09:48:16,893
SA-0107-05-98,R,+65-68269069,2011-10-18 10:59:53,106
SA-0185-10-64,R,+65-68817349,2012-02-01 02:06:09,744
SA-0361-84-31,R,+65-68642766,2011-04-19 04:38:11,725
SA-0185-59-07,R,+65-65063140,2012-02-02 17:47:26,846
SA-0145-41-01,R,+65-64673899,2012-01-20 18:25:26,625
SA-0249-45-54,R,+65-64589006,2011-08-11 14:48:25,999
SA-0182-19-79,R,+65-61077326,2012-03-02 14:30:33,798
SA-0080-84-93,R,+65-61646662,2011-12-14 07:40:13,715
SA-0227-78-67,R,+65-63398800,2012-04-07 16:11:11,70
SA-0055-36-68,R,+65-69409953,2011-05-13 13:42:36,759
SA-0133-16-62,R,+65-68324777,2011-12-30 00:40:13,892
SA-0012-71-76,R,+65-63623429,2012-07-26 05:06:59,152
SA-0314-69-44,R,+65-60179091,2011-12-26 14:45:09,480
SA-0187-35-19,R,+65-63794879,2011-05-31 22:22:45,90
SA-0144-10-84,R,+65-62285572,2011-06-24 00:27:16,933
SA-0133-16-62,R,+65-65739822,2012-04-14 10:38:49,562
SA-0312-94-95,R,+65-68831627,2012-07-07 10:15:34,352
SA-0261-41-34,R,+65-68399790,2011-06-22 15:34:18,919
SA-0227-78-67,R,+65-69280032,2012-02-10 18:59:52,98
SA-0343-60-69,R,+65-69247909,2012-04-30 07:06:26,703
SA-0112-53-34,R,+65-60268954,2011-10-08 15:15:07,526
SA-0112-53-34,R,+65-60018349,2012-01-25 14:46:23,723
SA-0227-78-67,R,+65-61561767,2012-02-07 09:05:40,171
SA-0361-84-31,R,+65-63065039,2012-09-04 09:29:33,184
SA-0133-16-62,R,+65-60477089,2011-12-22 04:21:12,843
SA-0080-84-93,R,+65-61495446,2012-03-28 20:14:36,991
SA-0155-74-77,R,+65-66036646,2011-08-27 20:50:58,293
SA-0220-61-46,R,+65-60100624,2012-06-27 04:07:35,207
SA-0361-84-31,R,+65-64098258,2011-03-29 05:07:12,509
SA-0151-98-79,R,+65-66302577,2011-03-02 21:00:33,499
SA-0378-80-96,R,+65-65555735,2012-11-03 12:14:08,878
SA-0151-98-79,R,+65-62961303,2011-06-07 17:39:46,971
SA-0145-41-01,R,+65-65051955,2012-05-27 03:47:04,197
SA-0114-12-73,R,+65-63274738,2011-12-25 15:22:33,515
SA-0133-16-62,R,+65-62060429,2012-01-05 15:24:09,480
SA-0186-07-48,R,+65-67118023,2012-12-22 19:33:05,262
SA-0290-06-89,R,+65-69994696,2011-10-10 20:20:05,270
SA-0138-33-52,R,+65-60041906,2011-09-23 07:05:55,671
SA-0222-28-58,R,+65-66935271,2012-02-28 02:29:48,363
SA-0314-69-44,R,+65-64882963,2012-11-03 22:46:18,486
SA-0303-06-26,R,+65-65843325,2011-11-28 19:06:59,582
SA-0055-36-68,R,+65-68404070,2011-07-03 10:40:25,612
SA-0133-16-62,R,+65-68159564,2012-06-11 11:12:28,700
SA-0263-79-37,R,+65-65207073,2012-05-09 00:37:17,506
SA-0261-41-34,R,+65-64065041,2012-08-23 00:31:44,191
SA-0114-12-73,R,+65-68321381,2011-09-03 19:38:48,145
SA-0210-42-47,R,+65-64110375,2011-07-09 01:07:46,515
SA-0050-81-89,R,+65-64973458,2011-01-17 09:35:23,306
SA-0133-16-62,R,+65-64355852,2012-06-10 06:50:32,907
SA-0252-71-33,R,+65-67136799,2012-12-29 03:39:31,615
SA-0112-53-34,R,+65-68495284,2011-12-02 06:35:18,902
SA-0249-45-54,R,+65-66304407,2011-05-14 23:18:44,869
SA-0414-20-79,R,+65-65408958,2012-09-08 20:14:00,755
SA-0182-19-79,R,+65-66727282,2012-10-24 21:52:38,779
