AccNo,Type,PhoneNo,CallTime,During_in_secs
SA-0249-45-54,L,99343734,2012-02-29 06:36:11,986
SA-0012-71-76,L,96013085,2012-02-22 14:08:06,709
SA-0092-93-02,L,99721857,2012-01-18 00:48:14,689
SA-0335-96-08,L,90085331,2012-10-21 09:03:48,2101
SA-0414-86-48,L,98713340,2012-09-10 23:11:58,2215
SA-0185-10-64,L,96497414,2011-11-11 21:52:34,1486
SA-0210-42-47,L,91443574,2012-09-17 00:26:01,1215
SA-0050-81-89,L,99879977,2012-03-31 10:32:48,1989
SA-0133-16-62,L,94236968,2012-12-29 02:54:29,1683
SA-0305-50-15,L,95328500,2011-12-08 21:51:02,1726
SA-0314-69-44,L,96736906,2012-01-09 03:02:22,3042
SA-0335-96-08,L,91453811,2012-02-20 03:57:48,1442
SA-0009-04-02,L,93950367,2011-11-14 20:44:18,2145
SA-0055-36-68,L,95193392,2011-06-14 10:58:30,955
SA-0314-69-44,L,91130903,2012-12-17 16:33:07,2639
SA-0080-84-93,L,98037731,2011-01-20 08:34:34,1948
SA-0202-82-34,L,92190981,2011-11-05 17:12:31,433
SA-0092-93-02,L,97260347,2011-05-27 04:05:13,886
SA-0133-16-62,L,97009692,2011-05-07 10:25:29,1091
SA-0187-35-19,L,95445845,2011-06-05 21:34:08,3382
SA-0185-59-07,L,93957986,2011-07-18 02:39:58,2861
SA-0182-19-79,L,91915621,2011-10-04 06:46:42,1753
SA-0335-96-08,L,94370594,2011-10-11 03:40:26,918
SA-0114-12-73,L,96223423,2012-11-02 20:13:20,3241
SA-0222-28-58,L,98727063,2011-03-31 14:30:40,179
SA-0133-16-62,L,97777021,2011-10-14 05:09:11,2890
SA-0187-35-19,L,91637400,2012-05-26 16:55:00,545
SA-0133-16-62,L,94211274,2012-05-23 22:43:56,2526
SA-0055-36-68,L,93529320,2012-11-14 19:49:06,3597
SA-0305-50-15,L,98115115,2012-03-17 02:09:52,357
SA-0133-16-62,L,99931115,2011-11-22 16:53:52,1551
SA-0279-91-74,L,99379515,2012-07-12 20:13:31,2533
SA-0133-16-62,L,98931675,2012-12-20 13:51:37,1479
SA-0021-95-06,L,94295139,2011-04-14 22:35:43,2059
SA-0303-06-26,L,98592316,2011-11-10 07:34:44,618
SA-0055-36-68,L,97855149,2012-11-19 10:50:12,403
SA-0063-02-33,L,95337204,2011-08-27 02:20:28,1902
SA-0305-50-15,L,94280106,2011-03-27 06:07:09,794
SA-0220-61-46,L,98194263,2012-08-09 16:42:38,2652
SA-0144-10-84,L,98664703,2011-12-22 07:44:50,3395
SA-0290-06-89,L,90961331,2012-07-03 12:18:38,867
SA-0290-06-89,L,98240836,2011-11-18 07:20:44,632
SA-0080-84-93,L,90849046,2011-10-09 02:17:00,3262
SA-0063-02-33,L,93765681,2012-02-29 23:52:21,818
SA-0145-41-01,L,99186049,2012-09-27 00:13:52,196
SA-0252-71-33,L,93329807,2012-05-26 21:54:36,3362
SA-0147-43-82,L,96295145,2012-04-29 23:12:26,474
SA-0343-60-69,L,94774674,2012-05-15 12:26:04,130
SA-0227-78-67,L,95371145,2011-02-20 09:35:17,2503
SA-0339-42-22,L,92884358,2011-08-20 11:32:49,323
SA-0185-59-07,L,94510709,2011-01-26 09:54:33,2446
SA-0080-84-93,L,92285537,2012-05-12 00:31:59,2282
SA-0185-59-07,L,98363843,2011-07-10 05:18:47,368
SA-0033-12-88,L,92713640,2012-09-19 05:46:01,3413
SA-0343-60-69,L,95093738,2011-01-27 07:46:08,3204
SA-0290-06-89,L,91481402,2011-02-09 08:02:58,2854
SA-0187-35-19,L,94888147,2011-06-21 22:05:36,3445
SA-0261-41-34,L,95235767,2011-01-01 06:21:39,2928
SA-0138-33-52,L,94886133,2011-06-09 18:19:56,149
SA-0263-79-37,L,94754603,2012-07-20 01:39:03,3293
SA-0033-12-88,L,98501061,2011-10-15 13:20:11,686
SA-0263-79-37,L,96722456,2012-05-20 19:49:39,781
SA-0290-06-89,L,95376385,2012-08-24 01:40:33,2063
SA-0033-12-88,L,96967399,2012-12-24 05:27:38,705
SA-0147-43-82,L,93056741,2012-08-12 08:02:12,128
SA-0114-12-73,L,97236325,2011-10-09 21:19:33,709
SA-0063-02-33,L,93695213,2012-05-16 07:36:29,3459
SA-0414-20-79,L,99974658,2011-02-17 13:03:11,744
SA-0261-41-34,L,90803297,2012-02-04 14:55:09,2604
SA-0151-98-79,L,99261870,2011-05-11 16:31:22,1667
SA-0185-10-64,L,97939067,2011-12-31 22:11:46,2080
SA-0033-12-88,L,98968440,2012-03-19 02:10:48,1370
SA-0252-71-33,L,97699706,2012-02-20 19:20:58,2493
SA-0263-79-37,L,98425349,2011-01-07 09:05:57,2810
SA-0312-94-95,L,95820773,2011-08-23 08:52:45,1820
SA-0220-48-64,L,98630272,2011-04-18 11:35:22,1394
SA-0339-42-22,L,90838023,2011-10-11 06:11:48,796
SA-0343-60-69,L,95431314,2011-04-01 09:11:00,1622
SA-0185-59-07,L,93841128,2011-11-06 07:05:21,904
SA-0107-05-98,L,92280057,2012-03-06 02:56:10,2393
SA-0210-42-47,L,92992512,2011-05-22 19:55:26,2345
SA-0182-19-79,L,92779968,2011-10-22 05:10:48,1573
SA-0138-33-52,L,97495756,2012-12-05 16:44:12,1898
SA-0112-53-34,L,96190245,2012-04-24 19:04:50,712
SA-0133-16-62,L,97060132,2011-03-01 04:41:05,3575
SA-0005-14-91,L,93803321,2011-07-21 07:24:20,2267
SA-0303-06-26,L,91804590,2011-10-25 19:53:15,304
SA-0187-35-19,L,95300959,2012-01-01 23:18:51,3250
SA-0303-06-26,L,91791951,2011-11-19 19:59:18,1841
SA-0063-02-33,L,98704423,2012-10-31 17:26:48,2533
SA-0107-05-98,L,92686521,2012-08-25 13:01:45,239
SA-0305-50-15,L,94296311,2012-12-24 13:24:57,1690
SA-0185-59-07,L,94040657,2012-10-08 08:06:20,3333
SA-0303-06-26,L,98829585,2011-08-08 01:29:08,468
SA-0114-12-73,L,94828765,2012-07-19 05:00:49,2840
SA-0343-60-69,L,99447093,2012-06-18 16:15:53,1961
SA-0012-71-76,L,91800975,2011-07-09 04:49:45,603
SA-0305-50-15,L,99363481,2011-11-06 06:21:57,2483
SA-0314-69-44,L,96366972,2011-07-08 22:23:12,1280
SA-0182-19-79,L,92420656,2012-02-05 20:35:09,3238
SA-0220-48-64,L,90165983,2011-12-24 06:45:00,1422
SA-0303-06-26,L,94925769,2012-07-20 15:48:24,2288
SA-0343-60-69,L,96529418,2012-04-29 22:52:37,2944
SA-0263-79-37,L,99551958,2011-09-18 05:20:13,2173
SA-0144-10-84,L,90749438,2012-09-03 03:22:56,2094
SA-0033-12-88,L,98947931,2012-12-03 05:26:07,2631
SA-0107-05-98,L,94643153,2012-08-24 22:30:19,865
SA-0151-98-79,L,91053312,2012-05-19 22:54:04,1919
SA-0138-33-52,L,94558872,2011-12-28 11:19:01,3438
SA-0155-74-77,L,92507435,2011-12-04 20:39:24,344
SA-0182-19-79,L,98736328,2012-10-07 19:45:57,3188
SA-0305-50-15,L,98825062,2012-05-04 10:38:01,3477
SA-0145-41-01,L,97472183,2012-07-20 12:56:10,1415
SA-0335-96-08,L,96270410,2011-12-23 15:42:20,1920
SA-0033-12-88,L,94879735,2011-03-29 23:32:18,2452
SA-0005-14-91,L,98006336,2011-07-03 09:42:32,486
SA-0185-10-64,L,90124788,2011-10-10 07:54:33,1759
SA-0187-35-19,L,94128548,2011-11-23 22:24:44,1107
SA-0187-35-19,L,91829539,2012-06-22 22:51:29,2092
SA-0012-71-76,L,93475184,2011-03-09 19:54:33,2964
SA-0220-48-64,L,90126395,2012-02-16 11:53:12,958
SA-0335-96-08,L,98955304,2012-09-23 11:23:18,733
SA-0339-42-22,L,94860720,2012-11-24 07:23:36,1251
SA-0185-10-64,L,94664824,2011-01-29 04:56:49,187
SA-0145-41-01,L,99451943,2012-06-27 10:15:44,2471
SA-0092-93-02,L,99635232,2012-07-27 23:57:24,1934
SA-0144-10-84,L,98472918,2011-08-26 19:51:48,1086
SA-0305-50-15,L,96131667,2012-11-03 12:37:47,795
SA-0147-43-82,L,93712087,2011-01-29 11:46:13,803
SA-0220-61-46,L,95918592,2011-05-20 14:44:56,392
SA-0186-07-48,L,95546444,2011-06-11 00:58:05,2521
SA-0290-06-89,L,92834533,2012-02-08 12:43:10,1438
SA-0227-78-67,L,97598024,2012-04-06 02:39:22,395
SA-0021-95-06,L,97821399,2012-04-22 00:33:23,1381
SA-0182-19-79,L,96625855,2012-11-29 17:22:57,1549
SA-0303-06-26,L,90156555,2012-04-12 13:41:50,1433
SA-0107-05-98,L,92590491,2012-06-01 19:35:03,1624
SA-0182-19-79,L,92780741,2012-04-21 04:52:33,2081
SA-0114-12-73,L,97430817,2011-03-16 10:23:24,2628
SA-0222-28-58,L,91196022,2012-10-09 22:14:43,1252
SA-0339-42-22,L,91284097,2011-10-17 19:33:16,537
SA-0414-20-79,L,90096382,2012-11-04 12:52:15,2587
SA-0401-55-12,L,96045470,2011-01-16 22:39:48,1665
SA-0339-42-22,L,98133769,2012-04-17 16:01:41,287
SA-0145-41-01,L,96727626,2012-04-15 12:59:26,3402
SA-0414-86-48,L,97559104,2011-05-19 23:02:32,591
SA-0378-80-96,L,90728270,2012-01-14 06:26:24,2602
SA-0144-10-84,L,97312455,2011-05-29 18:10:02,1071
SA-0092-93-02,L,97415446,2011-10-27 19:34:47,1310
SA-0401-55-12,L,95119776,2012-10-26 04:13:06,2725
SA-0361-84-31,L,98648283,2012-07-15 06:18:13,2111
SA-0055-36-68,L,93715431,2012-07-18 21:41:23,233
SA-0092-93-02,L,99918269,2012-07-21 15:15:35,1519
SA-0378-80-96,L,90644739,2012-04-22 23:28:03,1692
SA-0227-78-67,L,92495301,2011-04-30 02:40:10,120
SA-0009-04-02,L,96181875,2012-05-13 09:25:47,2488
SA-0155-74-77,L,99335363,2012-06-02 05:59:04,1823
SA-0185-59-07,L,96446638,2012-02-06 16:51:50,2383
SA-0414-86-48,L,92573759,2011-01-10 13:12:20,3516
SA-0401-55-12,L,94624839,2012-07-17 20:48:36,2064
SA-0378-80-96,L,96316282,2011-02-12 22:59:30,3116
SA-0012-71-76,L,91680042,2011-01-28 23:35:53,1268
SA-0037-94-05,L,96181390,2011-03-12 09:43:24,2621
SA-0144-10-84,L,97029296,2011-07-09 20:43:44,1893
SA-0112-53-34,L,91278474,2012-02-24 07:11:36,1001
SA-0220-48-64,L,94529884,2012-02-05 00:49:24,1431
SA-0080-84-93,L,96601364,2011-09-24 08:36:04,2632
SA-0378-80-96,L,99360936,2012-06-19 11:24:41,617
SA-0147-43-82,L,94408361,2011-10-31 02:28:02,1951
SA-0378-80-96,L,92056703,2011-11-12 07:18:00,525
SA-0155-74-77,L,92267616,2011-07-07 03:31:02,3548
SA-0312-94-95,L,99147315,2012-04-26 10:33:52,947
SA-0378-80-96,L,96208792,2012-11-29 16:21:35,1040
SA-0033-12-88,L,92316673,2012-04-19 13:33:32,672
SA-0186-07-48,L,98124081,2011-08-02 13:53:12,369
SA-0227-78-67,L,92141215,2012-12-28 02:25:17,2265
SA-0343-60-69,L,92592519,2012-03-12 01:06:07,3590
SA-0414-86-48,L,91640311,2011-08-29 01:31:51,2209
SA-0182-19-79,L,93108836,2012-05-03 22:48:51,424
SA-0312-94-95,L,94713793,2011-11-14 23:46:10,751
SA-0063-02-33,L,99103477,2011-07-28 08:24:50,737
SA-0138-33-52,L,93110011,2012-10-13 03:05:13,1362
SA-0151-98-79,L,90022222,2012-05-25 02:49:16,2553
SA-0151-98-79,L,96725705,2011-12-26 19:38:11,3596
SA-0305-50-15,L,92506789,2012-11-07 12:38:49,2746
SA-0185-59-07,L,91001555,2012-04-11 23:51:22,3421
SA-0185-59-07,L,99066743,2011-10-21 13:34:12,1061
SA-0343-60-69,L,90612014,2011-10-06 19:32:31,3159
SA-0261-41-34,L,93930551,2012-06-23 16:50:21,1482
SA-0343-60-69,L,98149448,2012-12-15 09:04:27,1342
SA-0187-35-19,L,93813004,2012-06-25 16:38:27,366
SA-0138-33-52,L,99225638,2012-11-25 17:37:24,1602
SA-0414-86-48,L,99900894,2012-04-11 13:39:18,2799
SA-0037-94-05,L,96233230,2012-09-01 10:57:55,270
SA-0361-84-31,L,93518231,2012-02-02 03:20:22,1807
SA-0009-04-02,L,92522726,2012-05-23 10:33:59,2944
SA-0312-94-95,L,90062618,2011-04-12 21:23:25,2779
SA-0182-19-79,L,92704595,2011-04-09 10:42:07,2441
SA-0314-69-44,L,97510129,2011-07-23 20:35:07,1818
SA-0343-60-69,L,91448415,2012-09-09 19:29:44,1057
SA-0252-71-33,L,94414154,2012-12-23 00:05:18,2680
SA-0112-53-34,L,98979014,2011-06-07 19:15:38,145
SA-0210-42-47,L,94814597,2012-07-11 18:24:47,74
SA-0249-45-54,L,94787133,2011-02-27 20:55:47,1087
SA-0114-12-73,L,92497673,2012-07-16 02:20:22,697
SA-0147-43-82,L,95604721,2011-11-28 00:43:37,2036
SA-0145-41-01,L,98674981,2012-03-05 07:25:15,3330
SA-0202-82-34,L,90013300,2011-03-30 23:20:40,1875
SA-0107-05-98,L,94155275,2012-11-06 19:47:09,2921
SA-0112-53-34,L,94850558,2011-12-10 22:39:13,957
SA-0263-79-37,L,96210927,2011-05-14 17:22:51,3253
SA-0080-84-93,L,93679192,2012-01-16 19:59:37,1001
SA-0343-60-69,L,98048654,2012-10-18 14:22:49,2781
SA-0312-94-95,L,90717239,2012-10-04 08:01:54,2454
SA-0414-86-48,L,91944378,2011-06-23 03:07:40,3526
SA-0107-05-98,L,96377705,2012-09-12 15:51:05,178
SA-0220-61-46,L,92337157,2011-05-29 21:45:02,1435
SA-0303-06-26,L,90182501,2012-06-17 11:00:01,3479
SA-0261-41-34,L,94532333,2011-09-10 12:40:28,3456
SA-0335-96-08,L,90701153,2011-08-09 16:11:15,1195
SA-0312-94-95,L,94913067,2012-10-26 13:52:41,3255
SA-0112-53-34,L,96830484,2011-12-04 02:48:29,1580
SA-0021-95-06,L,98049391,2012-02-07 22:57:28,2967
SA-0303-06-26,L,98824737,2011-07-29 01:53:53,1200
SA-0138-33-52,L,93259128,2011-04-08 23:38:02,2473
SA-0145-41-01,L,95584797,2012-03-10 21:18:20,3295
SA-0414-20-79,L,90518820,2012-12-01 14:45:45,226
SA-0114-12-73,L,90306145,2012-06-29 21:09:31,2549
SA-0009-04-02,L,96200471,2012-09-27 17:46:28,1675
SA-0112-53-34,L,96017469,2011-10-26 21:08:17,2468
SA-0314-69-44,L,98360943,2011-07-24 06:10:22,1024
SA-0063-02-33,L,90477345,2012-08-17 11:37:53,2835
SA-0145-41-01,L,94637516,2012-07-06 03:25:43,742
SA-0401-55-12,L,98183968,2011-11-14 23:22:08,1646
SA-0037-94-05,L,96847616,2011-01-17 15:38:29,285
SA-0092-93-02,L,93885438,2011-03-05 06:49:26,3534
SA-0335-96-08,L,90689826,2011-08-08 05:34:00,2712
SA-0114-12-73,L,95157386,2012-07-01 17:14:03,2822
SA-0107-05-98,L,95793110,2011-07-29 06:09:57,2153
SA-0361-84-31,L,90753855,2011-04-23 04:19:11,823
SA-0343-60-69,L,93872853,2012-08-19 15:11:29,2759
SA-0414-86-48,L,98187486,2012-08-23 20:42:05,559
SA-0037-94-05,L,91968342,2011-06-08 18:04:57,1587
SA-0305-50-15,L,90192456,2011-12-24 01:34:26,1106
SA-0303-06-26,L,91533520,2011-01-28 23:35:13,649
SA-0222-28-58,L,99251417,2011-04-02 22:29:41,1614
SA-0361-84-31,L,96278627,2011-01-10 18:04:44,3276
SA-0107-05-98,L,95146917,2012-07-05 09:57:41,283
SA-0155-74-77,L,98999024,2011-11-16 04:46:20,1592
SA-0414-86-48,L,99444912,2011-08-28 02:20:29,1166
SA-0314-69-44,L,97308917,2011-12-14 17:24:39,1531
SA-0220-61-46,L,91121422,2011-03-01 17:19:31,883
SA-0021-95-06,L,94503547,2011-06-07 13:32:54,2915
SA-0138-33-52,L,97227926,2011-04-19 00:19:08,3480
SA-0249-45-54,L,90834075,2011-10-09 23:14:48,2743
SA-0185-59-07,L,98963101,2012-01-11 14:51:08,939
SA-0361-84-31,L,94583770,2011-12-23 05:28:48,365
SA-0144-10-84,L,96125162,2012-04-12 09:00:20,3580
SA-0279-91-74,L,94866245,2012-01-07 20:30:32,1287
SA-0021-95-06,L,95281679,2012-12-08 02:40:46,1519
SA-0187-35-19,L,95454691,2012-12-06 10:02:44,2839
SA-0222-28-58,L,94256527,2011-03-19 09:26:25,1021
SA-0220-48-64,L,97189814,2011-12-09 21:29:23,1370
SA-0037-94-05,L,99406299,2012-04-28 11:00:23,2245
SA-0133-16-62,L,91773074,2011-10-11 00:19:18,3251
SA-0138-33-52,L,93524460,2012-11-14 16:50:24,2431
SA-0055-36-68,L,98485058,2012-02-28 06:53:27,3218
SA-0290-06-89,L,94560699,2012-10-14 09:16:32,2376
SA-0005-14-91,L,92069159,2011-02-21 00:41:57,2315
SA-0185-59-07,L,90935173,2011-05-10 00:36:56,3532
SA-0151-98-79,L,90357404,2011-03-08 06:57:07,785
SA-0144-10-84,L,98384088,2012-10-27 12:37:51,2648
SA-0335-96-08,L,95598560,2012-01-16 04:50:04,1367
SA-0339-42-22,L,96224200,2011-12-17 09:06:41,2341
SA-0220-48-64,L,94541610,2012-01-04 19:05:02,1164
SA-0144-10-84,L,96786658,2011-04-27 16:17:07,806
SA-0145-41-01,L,92601468,2012-07-24 04:47:39,1384
SA-0210-42-47,L,97678570,2012-09-16 01:10:59,3375
SA-0252-71-33,L,91490407,2012-04-18 19:30:58,3152
SA-0182-19-79,L,94266526,2012-01-29 11:21:39,948
SA-0414-20-79,L,90170172,2011-01-10 03:10:59,3344
SA-0187-35-19,L,90971963,2012-01-31 18:48:30,1936
SA-0155-74-77,L,96718261,2011-12-20 10:47:30,3448
SA-0133-16-62,L,92111432,2012-11-03 16:16:12,550
SA-0151-98-79,L,99264765,2012-07-10 21:14:24,2381
SA-0305-50-15,L,96006739,2012-06-29 01:17:21,2085
SA-0210-42-47,L,97402594,2012-09-22 01:57:34,3076
SA-0414-86-48,L,96882848,2011-12-12 16:45:56,1523
SA-0021-95-06,L,98745818,2011-12-23 12:11:47,1112
SA-0263-79-37,L,94555329,2011-03-05 09:16:30,289
SA-0186-07-48,L,92200130,2012-04-07 03:22:55,827
SA-0279-91-74,L,95009520,2012-07-14 13:44:31,2136
SA-0361-84-31,L,98754061,2011-09-05 02:41:38,1366
SA-0186-07-48,L,95695461,2011-10-10 19:04:41,342
SA-0252-71-33,L,99947925,2011-02-04 14:58:29,439
SA-0144-10-84,L,99280746,2011-11-28 00:47:45,3197
SA-0138-33-52,L,98821418,2011-01-16 22:30:23,2615
SA-0182-19-79,L,92395619,2012-07-09 13:03:05,185
SA-0080-84-93,L,93375000,2011-09-10 22:43:01,2889
SA-0305-50-15,L,94075469,2012-03-27 07:32:33,770
SA-0144-10-84,L,98753159,2011-12-11 06:06:38,1979
SA-0335-96-08,L,90085506,2012-06-29 19:57:16,2072
SA-0361-84-31,L,90131853,2012-03-10 15:19:50,1122
SA-0186-07-48,L,99696847,2012-06-21 12:44:24,100
SA-0138-33-52,L,96072005,2012-04-11 13:18:24,2558
SA-0414-20-79,L,97648058,2011-01-20 04:32:41,2315
SA-0202-82-34,L,98131800,2012-04-23 14:11:15,954
SA-0220-48-64,L,90411644,2011-12-02 00:46:01,3539
SA-0144-10-84,L,98293115,2011-06-14 19:40:57,399
SA-0009-04-02,L,93403599,2011-04-08 16:25:10,372
SA-0092-93-02,L,93853796,2011-11-21 22:27:37,2774
SA-0005-14-91,L,96365067,2012-07-29 07:06:15,902
SA-0005-14-91,L,92319497,2012-08-01 10:15:21,3546
SA-0155-74-77,L,96902232,2012-08-13 02:25:44,1832
SA-0155-74-77,L,91170704,2012-02-22 23:12:05,1208
SA-0033-12-88,L,96862223,2011-06-11 11:15:26,3264
SA-0063-02-33,L,91593218,2012-09-20 11:53:25,3470
SA-0361-84-31,L,99947769,2011-01-27 02:04:29,1813
SA-0187-35-19,L,90845783,2012-08-23 14:01:26,1357
SA-0080-84-93,L,94763787,2011-07-11 17:36:25,1508
SA-0092-93-02,L,92785095,2011-05-29 16:06:07,3374
SA-0155-74-77,L,96304950,2011-06-18 20:49:56,1191
SA-0005-14-91,L,92220051,2012-12-27 22:56:56,2917
SA-0107-05-98,L,91951843,2012-06-29 18:31:30,3435
SA-0414-86-48,L,99604533,2011-11-16 21:18:38,2888
SA-0401-55-12,L,92985276,2011-01-21 18:05:25,1878
SA-0252-71-33,L,91467073,2012-02-12 14:57:42,1439
SA-0414-20-79,L,94518993,2011-12-24 11:01:19,1145
SA-0145-41-01,L,92266200,2012-03-26 23:49:29,2296
SA-0186-07-48,L,90551342,2012-05-01 06:38:00,2701
SA-0227-78-67,L,96089239,2012-05-01 07:52:37,2187
SA-0261-41-34,L,93611570,2011-03-08 23:18:40,1572
SA-0009-04-02,L,94088130,2011-06-05 04:44:02,1988
SA-0005-14-91,L,99035723,2012-08-13 14:35:00,553
SA-0138-33-52,L,93388935,2012-03-01 08:40:58,1569
SA-0033-12-88,L,95263067,2011-09-05 03:53:33,2164
SA-0055-36-68,L,93312982,2012-02-23 00:24:11,1981
SA-0222-28-58,L,95307981,2012-04-08 15:40:04,1021
SA-0202-82-34,L,98745841,2011-02-20 10:44:09,215
SA-0185-10-64,L,94245397,2011-02-18 04:12:56,3132
SA-0339-42-22,L,98651312,2012-05-16 00:52:04,3489
SA-0202-82-34,L,98752242,2012-11-26 11:25:29,1598
SA-0414-86-48,L,97046873,2011-12-04 10:57:11,2534
SA-0314-69-44,L,96995974,2012-07-10 07:25:46,2545
SA-0339-42-22,L,94694850,2012-11-03 13:41:32,903
SA-0145-41-01,L,91273554,2011-04-16 04:17:16,2997
SA-0186-07-48,L,92571538,2011-07-01 07:15:31,2999
SA-0107-05-98,L,92998687,2012-04-04 05:01:30,2884
SA-0220-61-46,L,95139095,2012-11-24 03:35:39,1704
SA-0185-59-07,L,97053290,2012-05-16 17:53:09,1516
SA-0112-53-34,L,91745937,2011-06-28 15:14:38,1515
SA-0414-86-48,L,93630099,2012-06-20 19:55:48,3589
SA-0063-02-33,L,96432214,2012-12-20 23:48:12,1614
SA-0227-78-67,L,95484014,2012-07-01 20:53:13,681
SA-0227-78-67,L,98115167,2012-04-24 01:29:22,823
SA-0303-06-26,L,91305813,2011-10-16 11:47:08,2873
SA-0080-84-93,L,92200177,2012-10-08 13:20:37,2734
SA-0114-12-73,L,90476544,2011-05-26 05:52:01,1909
SA-0138-33-52,L,95918726,2011-08-26 00:58:45,2839
SA-0144-10-84,L,99382081,2012-05-01 21:19:38,3194
SA-0021-95-06,L,96164171,2011-07-24 03:40:03,565
SA-0290-06-89,L,96838502,2012-01-23 21:48:35,2104
SA-0335-96-08,L,92321547,2011-01-24 18:11:41,2913
SA-0147-43-82,L,90448323,2011-10-14 21:30:44,2990
SA-0305-50-15,L,91164000,2012-08-11 04:39:08,2898
SA-0185-10-64,L,99685669,2012-05-09 03:56:42,3282
SA-0055-36-68,L,96916693,2012-07-02 15:56:08,2255
SA-0227-78-67,L,90991821,2011-05-16 17:42:05,2811
SA-0005-14-91,L,99444178,2012-06-05 13:33:41,1909
SA-0155-74-77,L,96739673,2012-03-17 12:04:49,1555
SA-0401-55-12,L,98331222,2011-04-21 22:51:16,1314
SA-0185-10-64,L,93631890,2011-11-03 13:38:02,1408
SA-0114-12-73,L,90105207,2011-04-12 15:40:43,1242
SA-0210-42-47,L,98148200,2012-10-15 18:42:11,2508
SA-0187-35-19,L,94836569,2011-03-24 20:39:06,1686
SA-0220-48-64,L,97168642,2012-09-17 22:16:33,858
SA-0144-10-84,L,90476416,2012-01-19 20:30:32,2255
SA-0361-84-31,L,90366711,2011-12-02 11:38:28,3251
SA-0144-10-84,L,99730703,2012-03-15 19:55:38,1865
SA-0343-60-69,L,91892255,2011-07-06 21:13:50,85
SA-0339-42-22,L,97301371,2011-05-28 15:54:08,3142
SA-0033-12-88,L,99111568,2011-02-03 00:49:27,1478
SA-0314-69-44,L,90027567,2012-09-06 06:29:52,2673
SA-0133-16-62,L,98083126,2012-06-28 10:54:28,3407
SA-0261-41-34,L,98715557,2011-07-29 02:31:40,3242
SA-0261-41-34,L,99179158,2011-07-07 18:10:10,3102
SA-0185-59-07,L,90311031,2012-11-19 00:36:00,1198
SA-0249-45-54,L,95336859,2011-01-02 10:38:52,2808
SA-0138-33-52,L,94892170,2011-03-17 14:51:07,2795
SA-0220-48-64,L,93250423,2011-07-14 16:33:40,1122
SA-0227-78-67,L,95718307,2012-01-17 10:30:23,1388
SA-0378-80-96,L,97113700,2011-01-09 11:22:46,1225
SA-0092-93-02,L,91541054,2012-03-11 07:06:20,1923
SA-0112-53-34,L,98230501,2011-11-27 06:58:06,1928
SA-0107-05-98,L,97576581,2012-11-14 06:43:35,2658
SA-0151-98-79,L,98576991,2012-02-25 23:48:39,3019
SA-0279-91-74,L,95783732,2012-09-12 22:26:12,3277
SA-0033-12-88,L,94472181,2011-09-02 22:35:32,2706
SA-0133-16-62,L,91375576,2012-10-29 06:41:46,721
SA-0414-86-48,L,97748695,2012-09-23 16:03:36,1760
SA-0186-07-48,L,90084991,2012-10-16 17:38:39,2583
SA-0009-04-02,L,98726663,2012-01-08 01:38:10,2302
SA-0290-06-89,L,90431849,2011-02-10 03:32:14,1854
SA-0055-36-68,L,96636737,2011-04-04 09:14:06,2930
SA-0252-71-33,L,96025012,2012-10-16 14:46:37,1877
SA-0401-55-12,L,97791177,2011-12-03 10:50:12,1858
SA-0249-45-54,L,97924508,2011-07-24 06:24:13,144
SA-0343-60-69,L,96632666,2012-09-28 11:27:33,644
SA-0378-80-96,L,96878480,2012-03-24 13:52:24,2101
SA-0220-61-46,L,90088957,2012-11-15 08:20:34,462
SA-0133-16-62,L,91700866,2012-05-27 08:33:36,592
SA-0185-10-64,L,90374099,2012-09-20 13:23:44,2040
SA-0290-06-89,L,96705522,2011-08-24 15:41:06,873
SA-0147-43-82,L,93011074,2011-04-30 10:47:43,2207
SA-0186-07-48,L,93206559,2011-05-14 06:35:40,2440
SA-0145-41-01,L,92592183,2012-08-22 18:48:29,3498
SA-0220-61-46,L,94391917,2011-11-01 06:58:52,3593
SA-0414-20-79,L,99135893,2012-12-30 21:32:58,290
SA-0220-61-46,L,97288215,2011-01-24 12:04:23,627
SA-0107-05-98,L,99268257,2012-12-26 02:09:30,210
SA-0261-41-34,L,92327372,2011-06-27 21:58:22,803
SA-0227-78-67,L,98646776,2011-05-11 09:17:45,2996
SA-0210-42-47,L,90586864,2011-04-14 12:19:51,1775
SA-0050-81-89,L,97030563,2011-03-03 04:02:38,1600
SA-0227-78-67,L,98350846,2011-05-14 22:06:03,1529
SA-0222-28-58,L,97281272,2011-01-01 04:01:49,3410
SA-0112-53-34,L,97766746,2012-03-12 19:02:31,3112
SA-0378-80-96,L,93861172,2012-02-23 22:55:06,434
SA-0263-79-37,L,94849699,2012-11-10 10:12:21,1168
SA-0037-94-05,L,97639031,2011-07-20 16:36:39,2317
SA-0055-36-68,L,97186725,2011-03-04 18:41:12,1053
SA-0037-94-05,L,96614350,2012-04-12 08:41:33,1808
SA-0182-19-79,L,98497342,2012-07-02 19:20:57,1791
SA-0401-55-12,L,95874663,2012-09-24 17:39:51,3556
SA-0252-71-33,L,97154783,2011-01-12 08:46:13,863
SA-0290-06-89,L,99659589,2012-09-29 23:55:54,2328
SA-0335-96-08,L,92017991,2011-06-01 06:05:21,1801
SA-0138-33-52,L,99195021,2011-06-26 23:02:38,176
SA-0050-81-89,L,90727015,2011-09-20 05:28:57,3334
SA-0263-79-37,L,93066368,2012-08-06 03:17:03,1272
