AccNo,CaMVLMVLTMVIme,Type,PhoneNo,DuMVRatMVIon
SA-0021-95-06,3/2/2009 16:57,MVL,65292398,565
SA-0335-96-08,14/9/2009 12:04,MVL,60584625,291
SA-0202-82-34,20/7/2010 12:42,MVL,63408398,172
SA-0182-19-79,23/9/2009 14:48,MVL,66593129,166
SA-0033-12-88,3/8/2010 11:26,MVL,64284570,709
SA-0220-48-64,21/4/2010 22:41,MVL,68730211,869
SA-0145-41-01,11/8/2010 18:19,MVL,63926623,888
SA-0092-93-02,5/4/2009 6:46,MVL,61321146,860
SA-0314-69-44,19/8/2010 8:00,MVL,67456120,629
SA-0107-05-98,21/10/2009 7:19,MVL,65628276,590
SA-0033-12-88,14/5/2009 1:06,MVL,66359690,709
SA-0185-10-64,24/5/2010 6:24,MVL,63877194,753
SA-0222-28-58,26/1/2010 15:06,MVL,60938161,863
SA-0005-14-91,3/12/2010 1:16,MVL,60847850,148
SA-0012-71-76,16/7/2010 10:35,MVL,60111187,593
SA-0312-94-95,8/4/2010 13:43,MVL,63669423,907
SA-0305-50-15,3/8/2009 18:12,MVL,61391425,538
SA-0005-14-91,7/10/2009 15:20,MVL,63338764,468
SA-0155-74-77,26/2/2009 20:29,MVL,66864609,490
SA-0185-59-07,14/4/2010 11:19,MVL,61525694,639
SA-0063-02-33,19/9/2009 4:58,MVL,64202182,649
SA-0185-10-64,28/8/2010 13:53,MVL,60077750,912
SA-0414-86-48,3/4/2010 9:28,MVL,61581465,878
SA-0021-95-06,6/12/2010 3:07,MVL,66377834,613
SA-0290-06-89,15/8/2010 4:39,MVL,61573541,583
SA-0185-59-07,17/10/2010 5:53,MVL,66662456,646
SA-0252-71-33,8/8/2009 0:10,MVL,60393900,972
SA-0303-06-26,3/2/2009 9:02,MVL,65620750,757
SA-0252-71-33,19/9/2010 4:44,MVL,63794294,978
SA-0145-41-01,7/10/2010 4:17,MVL,68857927,767
SA-0220-61-46,24/10/2009 20:05,MVL,66810349,534
SA-0138-33-52,20/2/2009 21:56,MVL,60317972,645
SA-0220-48-64,3/10/2009 20:59,MVL,65104967,286
SA-0133-16-62,1/3/2009 0:50,MVL,68714417,997
SA-0050-81-89,14/5/2010 0:30,MVL,66953472,874
SA-0185-59-07,6/9/2010 10:37,MVL,64609922,515
SA-0220-48-64,3/11/2009 3:09,MVL,62206805,708
SA-0021-95-06,26/7/2010 9:24,MVL,65690009,138
SA-0401-55-12,10/7/2010 4:02,MVL,63837713,404
SA-0186-07-48,15/7/2010 21:59,MVL,65957155,752
SA-0107-05-98,15/12/2010 21:29,MVL,64872642,75
SA-0222-28-58,2/4/2010 9:59,MVL,64249392,210
SA-0414-86-48,28/3/2010 15:55,MVL,67221571,249
SA-0378-80-96,5/6/2010 5:27,MVL,66364011,258
SA-0227-78-67,5/12/2009 3:36,MVL,65795906,809
SA-0080-84-93,3/1/2010 1:05,MVL,63922241,777
SA-0414-20-79,7/6/2010 10:36,MVL,65829253,427
SA-0220-48-64,1/9/2010 8:34,MVL,60669687,112
SA-0249-45-54,24/7/2009 23:02,MVL,67657856,113
SA-0155-74-77,24/2/2009 12:13,MVL,67255210,255
SA-0252-71-33,23/6/2009 5:57,MVL,65555940,527
SA-0202-82-34,16/5/2010 10:42,MVL,69229303,968
SA-0147-43-82,13/12/2010 14:35,MVL,65626396,71
SA-0227-78-67,20/8/2009 18:35,MVL,60049448,896
SA-0414-86-48,29/12/2010 12:32,MVL,68921195,441
SA-0182-19-79,18/7/2009 5:23,MVL,67451367,254
SA-0414-86-48,26/8/2009 22:07,MVL,63219440,327
SA-0185-59-07,3/11/2010 8:11,MVL,69375852,630
SA-0151-98-79,1/9/2010 6:08,MVL,67165208,264
SA-0037-94-05,25/9/2009 17:14,MVL,64876690,666
SA-0005-14-91,23/6/2009 11:04,MVL,62099595,352
SA-0182-19-79,8/12/2010 5:42,MVL,63942450,478
SA-0414-86-48,19/1/2010 8:51,MVL,64240443,944
SA-0343-60-69,31/3/2009 14:00,MVL,64595794,517
SA-0182-19-79,21/9/2010 11:33,MVL,61186830,930
SA-0114-12-73,6/2/2009 0:43,MVL,67543693,300
SA-0279-91-74,3/6/2009 14:46,MVL,62904417,304
SA-0009-04-02,19/6/2010 8:51,MVL,68745778,206
SA-0343-60-69,12/2/2009 23:24,MVL,61498184,142
SA-0343-60-69,7/9/2009 10:23,MVL,60319558,485
SA-0249-45-54,17/4/2009 21:09,MVL,67081740,458
SA-0220-61-46,29/8/2010 7:43,MVL,60594512,311
SA-0305-50-15,26/12/2009 15:38,MVL,62668037,842
SA-0187-35-19,24/5/2010 20:13,MVL,64982351,282
SA-0133-16-62,11/3/2010 11:39,MVL,67321309,135
SA-0305-50-15,2/6/2009 9:31,MVL,60230635,175
SA-0305-50-15,9/10/2010 8:04,MVL,63125635,493
SA-0220-61-46,13/8/2009 3:30,MVL,63695056,376
SA-0050-81-89,18/9/2010 13:22,MVL,61672252,302
SA-0303-06-26,14/11/2010 4:28,MVL,64892560,361
SA-0261-41-34,14/6/2009 3:36,MVL,67367027,408
SA-0263-79-37,29/9/2010 5:34,MVL,64498691,255
SA-0112-53-34,2/1/2009 21:30,MVL,64292805,542
SA-0063-02-33,9/8/2010 5:44,MVL,63644370,412
SA-0155-74-77,13/8/2010 20:49,MVL,65507290,548
SA-0114-12-73,13/4/2010 10:26,MVL,60609601,765
SA-0138-33-52,18/11/2010 8:53,MVL,62054318,447
SA-0414-86-48,17/2/2010 14:14,MVL,60592995,748
SA-0114-12-73,18/9/2009 1:56,MVL,64015379,982
SA-0185-10-64,2/7/2009 18:23,MVL,63460965,307
SA-0187-35-19,11/2/2010 19:23,MVL,64503503,855
SA-0312-94-95,31/8/2009 9:44,MVL,69714930,515
SA-0263-79-37,27/4/2009 21:54,MVL,69853798,691
SA-0252-71-33,9/8/2010 18:55,MVL,65692057,347
SA-0055-36-68,10/3/2010 14:13,MVL,61121799,925
SA-0033-12-88,16/4/2009 2:08,MVL,60825988,436
SA-0343-60-69,18/7/2009 2:00,MVL,63426539,563
SA-0185-59-07,19/12/2009 8:13,MVL,69563354,570
SA-0133-16-62,1/12/2010 21:54,MVL,60449783,176
SA-0138-33-52,14/1/2010 22:44,MVL,66997557,900
SA-0279-91-74,30/5/2009 21:46,MVL,63810163,258
SA-0303-06-26,7/3/2010 11:23,MVL,69062550,586
SA-0263-79-37,30/8/2009 0:57,MVL,65555438,692
SA-0414-20-79,17/12/2009 5:19,MVL,67842118,166
SA-0361-84-31,6/6/2009 23:09,MVL,65576170,807
SA-0401-55-12,14/1/2010 10:05,MVL,63095488,288
SA-0314-69-44,16/2/2010 13:32,MVL,61263472,991
SA-0185-59-07,2/7/2009 11:06,MVL,62301516,992
SA-0401-55-12,22/9/2010 5:46,MVL,61465351,220
SA-0305-50-15,7/3/2010 1:11,MVL,67759069,642
SA-0033-12-88,20/1/2009 20:56,MVL,68471023,739
SA-0037-94-05,29/6/2009 20:37,MVL,65392806,492
SA-0303-06-26,29/4/2010 18:38,MVL,61246098,841
SA-0145-41-01,13/11/2010 14:44,MVL,67748464,893
SA-0005-14-91,27/12/2009 17:24,MVL,69046745,573
SA-0182-19-79,29/7/2009 4:36,MVL,69730055,488
SA-0414-86-48,9/6/2009 8:19,MVL,67163597,882
SA-0107-05-98,19/4/2009 9:11,MVL,69584567,444
SA-0107-05-98,15/5/2010 17:31,MVL,60210746,386
SA-0112-53-34,23/8/2010 3:12,MVL,69922732,115
SA-0133-16-62,14/2/2009 20:21,MVL,61734016,905
SA-0290-06-89,3/1/2010 6:38,MVL,68876002,786
SA-0145-41-01,25/9/2010 10:12,MVL,69842930,795
SA-0220-48-64,16/1/2009 4:53,MVL,69000095,915
SA-0005-14-91,8/9/2009 12:51,MVL,68581406,765
SA-0222-28-58,18/7/2010 1:23,MVL,67771077,674
SA-0401-55-12,18/8/2010 18:20,MVL,60029064,752
SA-0227-78-67,27/7/2009 13:03,MVL,61225126,230
SA-0378-80-96,21/10/2009 21:32,MVL,60316198,388
SA-0055-36-68,16/6/2010 18:51,MVL,61642269,751
SA-0050-81-89,9/10/2009 6:23,MVL,66947332,933
SA-0144-10-84,11/2/2010 2:39,MVL,68407956,226
SA-0339-42-22,19/4/2010 22:37,MVL,66684154,286
SA-0133-16-62,2/6/2010 9:43,MVL,60670388,479
SA-0314-69-44,10/2/2009 8:53,MVL,61516953,293
SA-0009-04-02,3/12/2009 4:52,MVL,60262507,480
SA-0144-10-84,25/2/2010 16:01,MVL,63800900,102
SA-0080-84-93,9/12/2009 17:45,MVL,66905946,630
SA-0227-78-67,29/8/2009 16:23,MVL,66858085,399
SA-0147-43-82,16/3/2009 6:27,MVL,61626584,294
SA-0263-79-37,6/11/2010 19:19,MVL,60546245,663
SA-0055-36-68,28/3/2009 15:06,MVL,63308421,319
SA-0021-95-06,23/1/2009 9:18,MVL,68525932,446
SA-0314-69-44,5/10/2010 17:17,MVL,68844388,510
SA-0312-94-95,9/1/2010 16:54,MVL,60711977,422
SA-0401-55-12,5/11/2010 6:45,MVL,65358452,243
SA-0182-19-79,24/3/2009 8:56,MVL,68772131,328
SA-0145-41-01,23/5/2010 4:49,MVL,62343875,814
SA-0186-07-48,21/10/2010 7:06,MVL,62959239,144
SA-0155-74-77,28/9/2010 16:52,MVL,64460947,360
SA-0312-94-95,31/10/2010 13:05,MVL,66115727,264
SA-0414-86-48,25/12/2010 15:16,MVL,69220502,566
SA-0401-55-12,1/11/2009 17:00,MVL,66698271,276
SA-0092-93-02,15/9/2009 9:50,MVL,60277018,700
SA-0343-60-69,20/6/2009 12:34,MVL,61011012,695
SA-0220-48-64,4/3/2009 16:30,MVL,64731085,706
SA-0080-84-93,19/12/2010 10:03,MVL,63667265,934
SA-0037-94-05,13/5/2010 22:46,MVL,64430291,170
SA-0414-20-79,11/8/2009 13:14,MVL,63641120,420
SA-0037-94-05,4/8/2010 10:05,MVL,66185062,769
SA-0252-71-33,10/4/2010 0:32,MVL,61666522,678
SA-0050-81-89,8/6/2009 5:25,MVL,62538318,688
SA-0112-53-34,8/7/2009 11:02,MVL,69280212,443
SA-0107-05-98,11/7/2010 19:35,MVL,64662031,163
SA-0249-45-54,11/6/2010 21:26,MVL,68611167,82
SA-0202-82-34,28/7/2009 2:17,MVL,63015257,601
SA-0220-48-64,9/9/2009 2:10,MVL,62715073,183
SA-0414-20-79,14/7/2010 19:33,MVL,65527158,811
SA-0227-78-67,5/6/2009 18:19,MVL,64595252,325
SA-0147-43-82,14/3/2010 23:00,MVL,69279482,417
SA-0112-53-34,2/10/2009 12:06,MVL,67797233,624
SA-0249-45-54,24/4/2009 1:44,MVL,60592086,604
SA-0202-82-34,29/7/2009 7:05,MVL,65641836,330
SA-0112-53-34,7/10/2009 9:25,MVL,62203219,88
SA-0414-86-48,27/3/2009 14:18,MVL,61474842,804
SA-0261-41-34,22/12/2009 3:21,MVL,68299725,940
SA-0063-02-33,19/7/2009 4:13,MVL,66241028,825
SA-0220-61-46,14/12/2010 14:08,MVL,68553019,951
SA-0335-96-08,8/12/2010 12:51,MVL,61954858,199
SA-0261-41-34,8/6/2010 0:11,MVL,61129710,604
SA-0279-91-74,20/6/2009 19:58,MVL,65416421,188
SA-0151-98-79,19/3/2009 13:39,MVL,68065911,813
SA-0303-06-26,8/3/2009 4:13,MVL,67485705,461
SA-0033-12-88,9/11/2010 23:51,MVL,63083762,766
SA-0092-93-02,31/10/2009 23:06,MVL,60208074,665
SA-0222-28-58,3/7/2010 7:29,MVL,60893028,712
SA-0182-19-79,3/9/2010 2:18,MVL,61403085,708
SA-0133-16-62,15/12/2009 16:18,MVL,64561972,773
SA-0182-19-79,2/3/2010 16:32,MVL,61468002,724
SA-0303-06-26,24/4/2009 17:32,MVL,63035364,873
SA-0343-60-69,1/7/2010 14:41,MVL,61534487,595
SA-0033-12-88,23/1/2010 8:13,MVL,67810902,779
SA-0335-96-08,19/10/2010 18:55,MVL,65936599,462
SA-0151-98-79,12/7/2010 22:49,MVL,67358242,617
SA-0220-48-64,25/10/2009 18:59,MVL,67915972,430
SA-0005-14-91,25/4/2009 5:03,MVL,64819229,906
SA-0252-71-33,17/12/2010 14:07,MVL,62169005,641
SA-0305-50-15,26/5/2009 2:21,MVL,67463827,512
SA-0186-07-48,29/9/2010 2:27,MVL,65430139,618
SA-0144-10-84,12/1/2009 4:20,MVL,60282272,668
SA-0202-82-34,23/4/2010 8:14,MVL,65982735,136
SA-0021-95-06,9/6/2009 9:29,MVL,69386018,532
SA-0185-10-64,2/10/2010 2:46,MVL,66782391,951
SA-0050-81-89,7/3/2009 14:45,MVL,60740672,274
SA-0227-78-67,18/11/2009 15:30,MVL,60565454,848
SA-0335-96-08,18/7/2010 2:43,MVL,61569481,467
SA-0186-07-48,21/7/2009 6:13,MVL,63449591,377
SA-0339-42-22,7/8/2010 19:02,MVL,68846019,435
SA-0303-06-26,1/4/2009 4:23,MVL,65987227,502
SA-0252-71-33,17/9/2009 5:54,MVL,63671636,395
SA-0138-33-52,30/3/2009 22:24,MVL,68411846,983
SA-0401-55-12,29/12/2009 7:22,MVL,63288138,564
SA-0378-80-96,7/3/2010 2:34,MVL,68400779,367
SA-0107-05-98,28/5/2010 19:01,MVL,64092331,445
SA-0009-04-02,9/3/2010 9:50,MVL,63692700,780
SA-0222-28-58,24/12/2010 14:38,MVL,60636033,934
SA-0182-19-79,31/10/2009 22:39,MVL,69623387,762
SA-0252-71-33,17/1/2010 22:43,MVL,67855717,637
SA-0339-42-22,29/9/2010 8:47,MVL,61092132,764
SA-0202-82-34,25/10/2009 11:55,MVL,66457300,591
SA-0186-07-48,12/12/2009 8:00,MVL,69755973,416
SA-0343-60-69,4/11/2010 18:47,MVL,64262318,89
SA-0249-45-54,20/10/2010 4:55,MVL,60518106,373
SA-0314-69-44,17/10/2010 14:17,MVL,67404266,89
SA-0050-81-89,5/5/2010 11:33,MVL,63775196,475
SA-0063-02-33,4/1/2010 12:21,MVL,62730449,296
SA-0009-04-02,27/10/2010 14:20,MVL,62409564,650
SA-0210-42-47,7/9/2010 16:43,MVL,68502970,294
SA-0222-28-58,13/6/2009 6:27,MVL,61132752,93
SA-0339-42-22,21/6/2009 7:32,MVL,66502204,916
SA-0312-94-95,27/9/2009 4:11,MVL,68068992,700
SA-0186-07-48,4/9/2010 4:09,MVL,69418333,860
SA-0092-93-02,21/9/2010 11:45,MVL,68835346,128
SA-0151-98-79,16/4/2009 2:28,MVL,60364940,129
SA-0252-71-33,25/3/2009 13:11,MVL,68804576,516
SA-0012-71-76,22/6/2009 9:11,MVL,67523418,550
SA-0249-45-54,31/10/2010 8:46,MVL,62815139,438
SA-0339-42-22,15/6/2010 2:19,MVL,66236789,613
SA-0261-41-34,10/8/2009 21:54,MVL,67519682,340
SA-0185-59-07,23/11/2010 16:11,MVL,65555659,176
SA-0343-60-69,8/8/2009 21:34,MVL,68263438,269
SA-0182-19-79,12/1/2010 16:04,MVL,64421966,704
SA-0147-43-82,29/6/2009 20:28,MVL,65796429,630
SA-0339-42-22,11/12/2010 14:47,MVL,65621307,713
SA-0249-45-54,23/2/2010 23:40,MVL,61244996,276
SA-0080-84-93,13/8/2010 6:27,MVL,64997196,954
SA-0202-82-34,25/2/2009 19:14,MVL,64848348,404
SA-0009-04-02,30/10/2009 0:12,MVL,62853142,364
SA-0261-41-34,25/6/2009 1:23,MVL,60597702,906
SA-0343-60-69,10/3/2010 10:01,MVL,66776965,166
SA-0151-98-79,25/2/2010 14:43,MVL,66049888,663
SA-0005-14-91,13/5/2010 11:24,MVL,60417426,720
SA-0263-79-37,4/12/2010 5:36,MVL,61249137,856
SA-0305-50-15,7/12/2010 8:17,MVL,62716860,372
SA-0305-50-15,14/9/2009 0:22,MVL,68916499,436
SA-0107-05-98,27/3/2010 2:39,MVL,64801436,656
SA-0290-06-89,26/10/2009 23:52,MVL,63821965,872
SA-0055-36-68,23/7/2010 11:20,MVI,60-01237056613,676
SA-0151-98-79,25/12/2009 0:28,MVI,60-01907484409,258
SA-0145-41-01,14/6/2009 6:33,MVI,60-01296133968,318
SA-0261-41-34,15/11/2010 18:54,MVI,60-01049473634,859
SA-0144-10-84,23/8/2010 7:44,MVI,60-01386766398,354
SA-0303-06-26,24/6/2009 8:01,MVI,60-01471487470,842
SA-0138-33-52,25/7/2009 18:07,MVI,60-01847915771,574
SA-0107-05-98,30/4/2009 13:54,MVI,60-01416458862,500
SA-0155-74-77,13/12/2009 3:09,MVI,60-01166613878,170
SA-0210-42-47,8/11/2009 0:23,MVI,60-01271538493,403
SA-0092-93-02,24/9/2009 5:19,MVI,60-01903686931,324
SA-0312-94-95,6/3/2010 15:28,MVI,60-01053010205,543
SA-0063-02-33,22/1/2009 3:13,MVI,60-01535205938,179
SA-0182-19-79,23/6/2010 10:23,MVI,60-01865844753,913
SA-0092-93-02,12/2/2009 8:02,MVI,60-01481726379,848
SA-0401-55-12,23/1/2009 6:30,MVI,60-01911440808,678
SA-0147-43-82,29/1/2009 13:09,MVI,60-01628748325,537
SA-0021-95-06,7/3/2009 18:29,MVI,60-01384263187,579
SA-0343-60-69,1/9/2010 18:44,MVI,60-01394839270,620
SA-0343-60-69,5/12/2009 12:19,MVI,60-01872916392,774
SA-0414-20-79,3/1/2009 14:38,MVI,60-01777374416,181
SA-0151-98-79,12/3/2009 20:07,MVI,60-01677766904,104
SA-0202-82-34,16/11/2009 14:04,MVI,60-01585119167,361
SA-0290-06-89,19/11/2009 20:21,MVI,60-01997725352,446
SA-0182-19-79,3/3/2010 3:15,MVI,60-01759218398,108
SA-0249-45-54,12/5/2009 10:54,MVI,60-01880196380,885
SA-0182-19-79,17/12/2010 4:39,MVI,60-01206493769,246
SA-0343-60-69,8/5/2009 0:55,MVI,60-01317140551,142
SA-0305-50-15,18/12/2009 16:43,MVI,60-01860193146,588
SA-0144-10-84,19/8/2009 18:11,MVI,60-01521750571,678
SA-0133-16-62,26/3/2010 18:54,MVI,60-01228142898,278
SA-0037-94-05,18/12/2010 17:41,MVI,60-01391448315,536
SA-0055-36-68,26/8/2009 14:38,MVI,60-01409196027,101
SA-0080-84-93,10/10/2009 14:04,MVI,60-01701282150,619
SA-0055-36-68,14/12/2009 7:34,MVI,60-01291722031,792
SA-0055-36-68,29/3/2009 12:55,MVI,60-01802901551,604
SA-0210-42-47,4/5/2009 8:45,MVI,60-01715939620,954
SA-0009-04-02,23/6/2010 0:58,MVI,60-01779293962,161
SA-0145-41-01,23/11/2010 8:36,MVI,60-01407068619,574
SA-0339-42-22,10/5/2010 15:52,MVI,60-01007226760,275
SA-0112-53-34,29/1/2009 20:52,MVI,60-01135984770,703
SA-0414-20-79,27/10/2010 11:35,MVI,60-01346811446,818
SA-0227-78-67,5/5/2010 13:50,MVI,60-01245208734,258
SA-0138-33-52,10/9/2009 5:23,MVI,60-01288908780,467
SA-0210-42-47,31/1/2010 22:45,MVI,60-01125282687,432
SA-0151-98-79,16/12/2010 12:49,MVI,60-01070206234,829
SA-0312-94-95,17/2/2010 5:13,MVI,60-01646226432,340
SA-0185-59-07,10/1/2010 18:24,MVI,60-01848322472,814
SA-0220-61-46,25/2/2009 16:47,MVI,60-01418584660,320
SA-0335-96-08,24/5/2010 5:25,MVI,60-01892121148,863
SA-0279-91-74,20/5/2009 16:55,MVI,60-01760698952,963
SA-0220-61-46,1/5/2009 15:42,MVI,60-01635562567,790
SA-0220-48-64,22/12/2009 15:41,MVI,60-01731884111,797
SA-0339-42-22,4/3/2010 15:58,MVI,60-01309817271,981
SA-0220-61-46,16/9/2009 0:51,MVI,60-01727398501,623
SA-0050-81-89,13/5/2010 18:38,MVI,60-01970774003,723
SA-0202-82-34,8/10/2009 17:30,MVI,60-01976835167,477
SA-0138-33-52,14/11/2009 13:55,MVI,60-01308433707,335
SA-0112-53-34,15/7/2009 18:36,MVI,60-01108620566,94
SA-0263-79-37,20/12/2009 0:45,MVI,60-01441352037,852
SA-0151-98-79,24/3/2010 1:44,MVI,60-01941065869,950
SA-0037-94-05,24/2/2010 6:30,MVI,60-01486202034,622
SA-0005-14-91,19/4/2010 8:15,MVI,60-01851865852,669
SA-0414-86-48,16/3/2010 6:14,MVI,60-01139585859,922
SA-0155-74-77,2/9/2010 17:17,MVI,60-01522798636,520
SA-0227-78-67,5/9/2009 3:55,MVI,60-01404904263,240
SA-0378-80-96,11/9/2010 6:32,MVI,60-01678247982,243
SA-0009-04-02,6/6/2009 2:19,MVI,60-01986356944,646
SA-0147-43-82,27/4/2009 22:24,MVI,60-01794453607,161
SA-0009-04-02,15/8/2010 4:07,MVI,60-01966827390,267
SA-0037-94-05,1/4/2009 15:13,MVI,60-01223583599,295
SA-0290-06-89,5/7/2009 2:20,MVI,60-01136416929,510
SA-0144-10-84,31/5/2009 14:32,MVI,60-01038376504,197
SA-0249-45-54,29/6/2010 12:13,MVI,60-01165924284,930
SA-0080-84-93,21/9/2010 11:23,MVI,60-01684156351,124
SA-0037-94-05,6/4/2009 0:09,MVI,60-01415428420,290
SA-0005-14-91,22/11/2010 20:11,MVI,60-01026194405,623
SA-0279-91-74,26/7/2010 13:38,MVI,60-01327708529,878
SA-0339-42-22,13/12/2010 1:35,MVI,60-01190161302,192
SA-0107-05-98,16/3/2010 10:41,MVI,60-01365389545,699
SA-0210-42-47,31/7/2010 11:42,MVI,60-01387780266,475
SA-0361-84-31,11/7/2010 12:27,MVI,60-01566930754,673
SA-0227-78-67,14/1/2009 8:53,MVI,60-01955319049,196
SA-0147-43-82,5/7/2009 22:11,MVI,60-01704847101,889
SA-0290-06-89,22/11/2010 17:51,MVI,60-01248976783,808
SA-0145-41-01,7/8/2009 9:01,MVI,60-01844095366,327
SA-0305-50-15,13/8/2009 13:36,MVI,60-01432600942,989
SA-0050-81-89,29/7/2009 5:09,MVI,60-01057726313,691
SA-0092-93-02,26/7/2010 9:39,MVI,60-01693552349,182
SA-0279-91-74,14/1/2010 13:11,MVI,60-01999891777,979
SA-0222-28-58,23/12/2009 21:10,MVI,60-01721301727,723
SA-0133-16-62,31/5/2010 2:44,MVI,60-01772078687,125
SA-0182-19-79,18/7/2010 7:12,MVI,60-01559772156,409
SA-0414-20-79,31/10/2010 2:58,MVI,60-01036189936,216
SA-0414-86-48,15/6/2009 16:37,MVI,60-01027762724,640
SA-0249-45-54,16/6/2009 1:35,MVI,60-01670480809,757
SA-0063-02-33,13/7/2009 12:24,MVI,60-01220604761,490
SA-0202-82-34,10/7/2009 4:35,MVI,60-01408859224,231
SA-0147-43-82,28/3/2009 9:55,MVI,60-01313369574,337
SA-0145-41-01,2/5/2010 13:35,MVI,60-01802811045,875
SA-0012-71-76,14/3/2009 12:58,MVI,60-01154974628,714
SA-0220-61-46,4/5/2010 17:20,MVI,60-01922544357,292
SA-0335-96-08,11/1/2009 13:28,MVI,60-01608517983,119
SA-0414-86-48,15/10/2009 14:32,MVI,60-01191184972,76
SA-0202-82-34,29/1/2009 10:36,MVI,60-01116159596,590
SA-0080-84-93,16/5/2009 21:19,MVI,60-01624178623,914
SA-0050-81-89,26/9/2009 17:11,MVI,60-01601557925,984
SA-0037-94-05,19/3/2009 8:00,MVI,60-01105808511,314
SA-0138-33-52,26/9/2009 19:35,MVI,60-01882275815,146
SA-0133-16-62,15/9/2010 13:34,MVI,60-01608357071,406
SA-0145-41-01,1/1/2010 4:24,MVI,60-01801817216,846
SA-0279-91-74,6/8/2009 14:02,MVI,60-01012168986,846
SA-0145-41-01,21/9/2009 13:37,MVI,60-01144115830,276
SA-0112-53-34,14/7/2010 8:48,MVI,60-01482996396,769
SA-0144-10-84,20/12/2010 22:55,MVI,60-01386506113,333
SA-0414-86-48,9/2/2010 4:14,MVI,60-01377321002,201
SA-0155-74-77,11/6/2009 6:10,MVI,60-01206232366,605
SA-0145-41-01,1/5/2010 10:24,MVI,60-01623145492,453
SA-0401-55-12,1/5/2010 15:23,MVI,60-01300293931,676
SA-0220-48-64,12/8/2009 17:28,MVI,60-01847482207,461
SA-0145-41-01,26/6/2009 20:04,MVI,60-01456103201,613
SA-0063-02-33,12/3/2009 8:01,MVI,60-01052748393,983
SA-0133-16-62,17/5/2009 21:11,MVI,60-01567720201,496
SA-0033-12-88,16/1/2010 14:30,MVI,60-01200665029,73
SA-0037-94-05,5/1/2009 5:01,MVI,60-01932361430,415
SA-0378-80-96,11/8/2010 16:25,MVI,60-01298651922,698
SA-0107-05-98,5/1/2010 21:12,MVI,60-01021344376,519
SA-0305-50-15,13/9/2010 10:00,MVI,60-01848459614,844
SA-0249-45-54,26/6/2010 18:46,MVI,60-01604094976,988
SA-0144-10-84,16/6/2009 18:06,MVI,60-01753327068,425
SA-0021-95-06,18/5/2010 0:35,MVI,60-01003422517,250
SA-0186-07-48,16/5/2009 23:50,MVI,60-01070068773,997
SA-0012-71-76,28/3/2009 0:39,MVI,60-01557793233,986
SA-0202-82-34,8/2/2009 10:14,MVI,60-01129185297,875
SA-0182-19-79,9/4/2010 11:58,MVI,60-01342866717,480
SA-0144-10-84,25/10/2010 17:58,MVI,60-01190933385,514
SA-0378-80-96,23/9/2010 12:40,MVI,60-01024415795,295
SA-0187-35-19,28/11/2010 13:51,MVI,60-01121372517,135
SA-0107-05-98,24/2/2010 3:48,MVI,60-01224188570,304
SA-0414-20-79,7/5/2009 6:57,MVI,60-01098729229,862
SA-0261-41-34,18/1/2010 23:00,MVI,60-01112492061,973
SA-0220-61-46,3/5/2009 10:26,MVI,60-01750692255,399
SA-0314-69-44,6/5/2009 4:45,MVI,60-01165936475,807
SA-0312-94-95,23/7/2009 3:44,MVI,60-01629172446,534
SA-0361-84-31,13/11/2009 4:37,MVI,60-01677829762,419
SA-0009-04-02,7/9/2009 7:34,MVI,60-01631650194,928
SA-0401-55-12,18/8/2010 0:44,MVI,60-01409345671,416
SA-0155-74-77,2/5/2009 5:06,MVI,60-01378828906,106
SA-0222-28-58,14/6/2009 4:09,MVI,60-01601547587,258
SA-0220-61-46,17/5/2010 23:30,MVI,60-01823278005,151
SA-0187-35-19,8/9/2009 8:23,MVI,60-01283149175,710
SA-0290-06-89,30/7/2010 18:34,MVI,60-01954639693,92
SA-0401-55-12,1/1/2009 13:03,MVI,60-01188340434,808
SA-0312-94-95,23/1/2009 22:15,MVI,60-01220831442,271
SA-0263-79-37,19/2/2009 12:58,MVI,60-01097585872,471
SA-0114-12-73,27/5/2009 6:55,MVI,60-01605714716,554
SA-0186-07-48,15/2/2009 7:11,MVI,60-01620484352,646
SA-0155-74-77,30/7/2009 2:35,MVI,60-01544974243,792
SA-0114-12-73,22/4/2009 20:39,MVI,60-01737358848,224
SA-0185-10-64,11/7/2010 7:29,MVI,60-01185517424,671
SA-0279-91-74,22/4/2010 5:09,MVI,60-01458188890,760
SA-0063-02-33,24/3/2010 10:12,MVI,60-01863684080,906
SA-0222-28-58,6/4/2009 16:40,MVI,60-01058594723,444
SA-0182-19-79,11/2/2010 6:31,MVI,60-01591877284,184
SA-0202-82-34,20/11/2010 19:13,MVI,60-01169510000,221
SA-0305-50-15,12/4/2010 5:52,MVI,60-01313597496,852
SA-0080-84-93,2/2/2010 19:23,MVI,60-01687713401,696
SA-0133-16-62,17/1/2009 23:21,MVI,60-01285218483,126
SA-0114-12-73,31/10/2009 2:15,MVI,60-01194453442,667
SA-0290-06-89,11/8/2009 20:42,MVI,60-01757196828,63
SA-0009-04-02,24/11/2009 1:21,MVI,60-01498301497,224
SA-0009-04-02,16/6/2009 11:18,MVI,60-01153050035,458
SA-0182-19-79,13/7/2009 9:11,MVI,60-01711596798,334
SA-0107-05-98,1/4/2010 17:28,MVI,60-01500921469,239
SA-0210-42-47,16/10/2009 7:15,MVI,60-01953291699,437
SA-0335-96-08,5/9/2009 11:18,MVI,60-01089220951,166
