AccNo,CallTime,Type,PhoneNo,During_in_secs
SA-0314-69-44,4/9/2009 12:00,I,60-147677916,303
SA-0009-04-02,2/1/2010 15:19,I,60-112493643,1609
SA-0037-94-05,16/6/2010 10:21,I,60-146719462,2355
SA-0414-20-79,7/3/2010 20:15,I,60-190701696,819
SA-0249-45-54,26/11/2009 19:12,I,60-148416328,1897
SA-0145-41-01,15/11/2010 1:00,I,60-103906459,1605
SA-0339-42-22,4/7/2009 15:12,I,60-161203132,2853
SA-0202-82-34,17/11/2009 6:33,I,60-140872706,1069
SA-0009-04-02,10/3/2010 1:11,I,60-138036780,2325
SA-0249-45-54,12/7/2009 8:22,I,60-133496252,1941
SA-0147-43-82,4/5/2010 2:56,I,60-176120270,712
SA-0227-78-67,14/4/2009 23:00,I,60-164295948,710
SA-0144-10-84,30/3/2009 1:33,I,60-108322935,3446
SA-0343-60-69,10/4/2010 10:53,I,60-167143185,1514
SA-0378-80-96,15/11/2009 18:59,I,60-131733365,1480
SA-0249-45-54,12/2/2009 3:17,I,60-122989593,1432
SA-0220-48-64,26/10/2010 9:43,I,60-104211470,472
SA-0155-74-77,5/12/2009 18:24,I,60-149201920,430
SA-0021-95-06,24/12/2009 15:55,I,60-122214671,2240
SA-0343-60-69,14/8/2009 20:46,I,60-188085868,1473
SA-0080-84-93,22/9/2009 7:44,I,60-154255402,2556
SA-0279-91-74,29/1/2010 10:35,I,60-153227581,3320
SA-0401-55-12,2/7/2010 5:11,I,60-129786610,2982
SA-0144-10-84,6/10/2010 11:24,I,60-177266071,1056
SA-0037-94-05,26/3/2009 2:52,I,60-198985262,2512
SA-0414-20-79,28/10/2010 20:25,I,60-162801080,2039
SA-0378-80-96,3/1/2009 21:04,I,60-122766915,2463
SA-0055-36-68,3/12/2010 20:32,I,60-112835031,2443
SA-0063-02-33,21/1/2009 17:02,I,60-180179981,784
SA-0155-74-77,25/2/2010 19:04,I,60-180085204,894
SA-0202-82-34,12/11/2009 7:11,I,60-118276945,1739
SA-0147-43-82,17/6/2010 20:31,I,60-132181956,2241
SA-0005-14-91,25/4/2010 19:13,I,60-191530119,61
SA-0151-98-79,2/7/2009 9:42,I,60-178492208,1767
SA-0037-94-05,12/11/2010 10:44,I,60-171751258,2054
SA-0037-94-05,2/10/2009 12:17,I,60-140017482,1063
SA-0378-80-96,9/3/2009 8:53,I,60-145341422,1606
SA-0112-53-34,9/2/2010 15:29,I,60-152275987,2179
SA-0252-71-33,29/8/2009 12:14,I,60-108125857,150
SA-0343-60-69,23/9/2009 1:29,I,60-149892658,1031
SA-0037-94-05,27/10/2009 11:26,I,60-186951814,572
SA-0249-45-54,10/11/2009 0:24,I,60-160128564,1269
SA-0145-41-01,26/2/2009 19:40,I,60-160452985,216
SA-0210-42-47,27/3/2010 13:46,I,60-188138756,3145
SA-0155-74-77,22/8/2009 21:04,I,60-145719626,1094
SA-0378-80-96,2/2/2010 20:44,I,60-130987390,680
SA-0033-12-88,17/1/2010 21:22,I,60-186012507,3488
SA-0263-79-37,27/2/2010 18:59,I,60-186483199,1647
SA-0335-96-08,9/12/2010 4:44,I,60-121447225,1658
SA-0092-93-02,21/11/2010 15:44,I,60-169698885,2261
SA-0202-82-34,2/1/2010 22:52,I,60-175359059,1335
SA-0055-36-68,2/6/2009 20:08,I,60-192348996,3000
SA-0263-79-37,2/11/2010 11:57,I,60-152952098,380
SA-0185-10-64,31/7/2010 18:16,I,60-151442951,3398
SA-0133-16-62,2/8/2010 15:37,I,60-196242373,3501
SA-0414-86-48,12/1/2010 8:54,I,60-165219954,458
SA-0312-94-95,19/5/2010 7:57,I,60-140532740,1886
SA-0005-14-91,12/1/2009 15:44,I,60-160281287,2089
SA-0021-95-06,25/3/2010 7:32,I,60-151248317,2125
SA-0252-71-33,7/2/2009 16:03,I,60-182282558,1569
SA-0279-91-74,11/3/2010 12:34,I,60-197555746,3092
SA-0155-74-77,18/9/2009 16:21,I,60-143862777,2477
SA-0414-86-48,26/3/2010 4:11,I,60-157507952,3511
SA-0107-05-98,15/1/2010 14:56,I,60-198510921,155
SA-0314-69-44,28/5/2010 7:47,I,60-154826130,2277
SA-0112-53-34,16/2/2009 12:23,I,60-124838241,678
SA-0339-42-22,5/2/2009 2:26,I,60-180785730,1406
SA-0114-12-73,23/8/2010 0:17,I,60-120890911,2663
SA-0037-94-05,18/5/2010 17:17,I,60-139971087,2272
SA-0401-55-12,6/7/2010 1:48,I,60-131045160,492
SA-0222-28-58,18/6/2009 0:56,I,60-137597542,1624
SA-0151-98-79,2/11/2010 13:59,I,60-151343018,2190
SA-0114-12-73,25/9/2009 16:45,I,60-153423987,3527
SA-0009-04-02,24/11/2010 15:50,I,60-159601125,1387
SA-0305-50-15,13/3/2009 15:00,I,60-172411866,2197
SA-0279-91-74,22/6/2010 9:38,I,60-172659822,684
SA-0290-06-89,20/1/2010 0:34,I,60-147274617,566
SA-0187-35-19,22/1/2010 0:49,I,60-125242750,1305
SA-0112-53-34,14/7/2010 4:48,I,60-119267399,3145
SA-0185-10-64,24/8/2010 21:34,I,60-161006083,188
SA-0155-74-77,13/3/2009 4:02,I,60-148718156,473
SA-0227-78-67,3/1/2010 13:44,I,60-188250574,482
SA-0009-04-02,29/5/2009 20:50,I,60-155581866,3079
SA-0063-02-33,31/1/2009 6:33,I,60-136736536,2768
SA-0414-20-79,11/3/2010 22:16,I,60-115070817,2201
SA-0114-12-73,13/12/2009 5:57,I,60-181376554,962
SA-0147-43-82,10/11/2009 20:51,I,60-136609980,1341
SA-0092-93-02,5/4/2010 6:26,I,60-143977438,1997
SA-0220-61-46,27/3/2010 20:22,I,60-148203052,373
SA-0303-06-26,24/3/2009 20:21,I,60-106739416,1226
SA-0063-02-33,9/2/2009 12:57,I,60-119066904,2359
SA-0063-02-33,6/1/2010 0:46,I,60-103819834,2109
SA-0037-94-05,6/8/2009 23:54,I,60-112480288,1834
SA-0303-06-26,11/3/2009 5:27,I,60-133653622,1990
SA-0249-45-54,29/7/2009 2:01,I,60-194092695,1904
SA-0227-78-67,25/10/2010 17:31,I,60-149488710,299
SA-0138-33-52,7/5/2010 14:02,I,60-132699745,1635
SA-0222-28-58,8/8/2010 8:18,I,60-100900641,2761
SA-0361-84-31,24/9/2009 9:58,I,60-161394691,3408
SA-0414-86-48,2/12/2009 20:36,I,60-185569236,1244
SA-0155-74-77,14/10/2010 20:29,I,60-198390028,3414
SA-0187-35-19,1/9/2009 16:41,I,60-137465776,3449
SA-0185-59-07,26/12/2010 15:07,I,60-171444573,2935
SA-0151-98-79,17/10/2009 16:46,I,60-134601350,1892
SA-0005-14-91,25/4/2009 4:09,I,60-169976443,2153
SA-0202-82-34,17/8/2009 22:39,I,60-153632873,484
SA-0210-42-47,6/7/2010 17:49,I,60-110492241,94
SA-0220-61-46,2/5/2010 16:22,I,60-130614866,1033
SA-0263-79-37,28/6/2010 23:15,I,60-128439997,2959
SA-0401-55-12,5/11/2010 14:38,I,60-117403357,1665
SA-0401-55-12,5/5/2009 2:39,I,60-141108563,1577
SA-0220-48-64,9/2/2009 6:23,I,60-103960297,2514
SA-0033-12-88,20/6/2010 13:17,I,60-139685451,2146
SA-0151-98-79,30/9/2009 2:41,I,60-175090548,741
SA-0133-16-62,11/5/2010 15:13,I,60-114634813,1962
SA-0187-35-19,14/2/2010 20:49,I,60-139291877,3358
SA-0249-45-54,5/5/2010 0:16,I,60-141968566,404
SA-0252-71-33,19/11/2009 9:21,I,60-128699217,2694
SA-0133-16-62,16/3/2009 9:26,I,60-172113958,1609
SA-0037-94-05,20/4/2009 4:08,I,60-113491207,3578
SA-0033-12-88,9/5/2009 8:25,I,60-168576455,1633
SA-0378-80-96,11/1/2009 8:54,I,60-189480840,2120
SA-0005-14-91,6/9/2009 9:35,I,60-125253643,590
SA-0145-41-01,5/7/2010 18:10,I,60-184344991,3005
SA-0210-42-47,30/8/2009 9:36,I,60-118527038,161
SA-0055-36-68,9/6/2009 18:52,I,60-107838974,2119
SA-0335-96-08,19/6/2010 15:41,I,60-109835899,729
SA-0145-41-01,17/12/2010 3:48,I,60-141072863,1259
SA-0261-41-34,13/1/2010 12:15,I,60-156605464,3260
SA-0145-41-01,27/3/2010 21:29,I,60-182304135,2097
SA-0112-53-34,29/5/2009 16:34,I,60-123118327,1379
SA-0361-84-31,4/9/2009 17:15,I,60-148504438,615
SA-0055-36-68,27/8/2010 11:32,I,60-141394460,1875
SA-0339-42-22,17/11/2009 14:18,I,60-199109209,2295
SA-0147-43-82,1/11/2009 3:07,I,60-189022737,1659
SA-0182-19-79,14/9/2009 2:00,I,60-116181250,3073
SA-0339-42-22,6/3/2009 10:08,I,60-125419966,564
SA-0314-69-44,16/6/2010 17:08,I,60-163519263,1202
SA-0055-36-68,8/10/2009 5:41,I,60-160259639,243
SA-0378-80-96,5/6/2009 22:12,I,60-130071143,183
SA-0339-42-22,9/1/2010 18:02,I,60-162300957,3009
SA-0005-14-91,17/1/2010 6:34,I,60-119151294,1727
SA-0210-42-47,2/3/2009 22:23,I,60-191163768,1077
SA-0305-50-15,3/8/2009 9:32,I,60-110707688,481
SA-0187-35-19,23/8/2010 18:20,I,60-199282877,2780
SA-0151-98-79,25/8/2010 4:21,I,60-124166170,1620
SA-0005-14-91,27/4/2009 14:06,I,60-115638473,3140
SA-0187-35-19,8/8/2010 8:45,I,60-119747075,1080
SA-0037-94-05,28/10/2010 15:42,I,60-101230681,2738
SA-0185-59-07,28/5/2009 14:51,I,60-193966667,2609
SA-0112-53-34,21/9/2010 18:23,I,60-179297924,1371
SA-0080-84-93,10/11/2009 6:57,I,60-138855300,3269
SA-0210-42-47,3/5/2010 11:47,I,60-113663936,1089
SA-0055-36-68,4/1/2009 1:59,I,60-172456417,2765
SA-0210-42-47,12/10/2009 13:09,I,60-116868156,2337
SA-0378-80-96,23/11/2009 8:46,I,60-121785001,3236
SA-0021-95-06,6/3/2009 4:39,I,60-141225902,1948
SA-0138-33-52,9/2/2010 13:17,I,60-145881446,114
SA-0037-94-05,14/1/2009 19:24,I,60-155167167,3555
SA-0080-84-93,30/11/2010 7:00,I,60-191947717,2840
SA-0050-81-89,6/12/2010 7:24,I,60-130947197,3420
SA-0092-93-02,25/2/2009 17:26,I,60-124523156,538
SA-0339-42-22,6/12/2009 16:18,I,60-120955672,3240
SA-0249-45-54,3/2/2009 1:07,I,60-137244722,1982
SA-0343-60-69,1/4/2009 21:22,I,60-180701757,138
SA-0343-60-69,26/12/2009 6:12,I,60-137258006,2407
SA-0144-10-84,4/12/2009 6:10,I,60-199677885,1848
SA-0252-71-33,31/3/2010 7:04,I,60-176534488,937
SA-0361-84-31,10/5/2009 10:50,I,60-151009788,2706
SA-0361-84-31,24/3/2010 17:42,I,60-133406787,2446
SA-0114-12-73,1/11/2009 20:18,I,60-131283026,2316
SA-0112-53-34,12/5/2009 3:32,I,60-151770640,2927
SA-0202-82-34,24/9/2009 10:23,I,60-199366668,1531
SA-0305-50-15,29/2/2010  1:22:55 PM,I,60-115345434,3579
SA-0314-69-44,7/6/2010 23:39,I,60-112819624,2251
SA-0305-50-15,3/6/2009 6:16,I,60-152176581,1545
SA-0012-71-76,17/12/2009 8:29,I,60-113705796,3577
SA-0222-28-58,20/4/2009 15:48,I,60-173310082,648
SA-0155-74-77,14/11/2010 0:30,I,60-196090910,2311
SA-0055-36-68,26/12/2010 9:59,I,60-177763405,1869
SA-0401-55-12,7/3/2010 2:17,I,60-110008483,2672
SA-0312-94-95,6/5/2009 17:36,I,60-161928362,2446
SA-0249-45-54,17/3/2009 9:24,I,60-136849286,2666
SA-0187-35-19,3/7/2009 2:37,I,60-179237128,3240
SA-0185-59-07,3/7/2009 5:28,I,60-138224980,2044
SA-0186-07-48,10/1/2010 20:03,I,60-167518921,1840
SA-0305-50-15,18/12/2010 1:43,I,60-195611115,2759
SA-0339-42-22,5/2/2009 19:39,I,60-109276658,770
SA-0249-45-54,30/3/2009 11:17,I,60-100552401,3434
SA-0114-12-73,24/7/2010 7:40,I,60-125837694,186
SA-0305-50-15,4/6/2009 19:54,I,60-187932502,1742
SA-0339-42-22,16/2/2009 17:10,I,60-183769637,1597
SA-0335-96-08,3/8/2010 18:38,I,60-192611558,1980
SA-0185-10-64,11/3/2010 19:34,I,60-143766800,2669
SA-0151-98-79,4/11/2010 21:44,I,60-174024130,2203
SA-0185-10-64,27/2/2009 13:55,I,60-199269018,3593
SA-0303-06-26,3/12/2009 3:14,I,60-164426366,2789
SA-0092-93-02,22/7/2009 15:04,I,60-103838632,1828
SA-0012-71-76,14/1/2010 19:22,I,60-118730972,309
SA-0012-71-76,26/12/2010 4:44,I,60-189065821,1803
SA-0182-19-79,15/6/2010 1:25,I,60-114128217,1572
SA-0080-84-93,10/4/2009 17:34,I,60-136896288,1119
SA-0009-04-02,24/4/2010 11:57,I,60-159824924,532
SA-0414-20-79,10/6/2009 20:50,I,60-152025622,1505
SA-0312-94-95,5/7/2010 11:53,I,60-142827000,3211
SA-0112-53-34,16/4/2009 21:33,I,60-120304382,1962
SA-0009-04-02,26/6/2009 22:37,I,60-163898131,1319
SA-0133-16-62,10/5/2009 4:06,I,60-190653782,2726
SA-0335-96-08,6/9/2010 14:18,I,60-100617997,1422
SA-0220-48-64,14/6/2009 22:32,I,60-117485497,1531
SA-0401-55-12,2/9/2010 1:36,I,60-181126707,2334
SA-0290-06-89,17/9/2010 9:04,I,60-188696740,922
SA-0138-33-52,17/8/2009 12:30,I,60-177710601,2476
SA-0303-06-26,19/10/2010 8:17,I,60-152017013,1584
SA-0012-71-76,14/6/2010 2:25,I,60-104571039,1728
SA-0279-91-74,15/3/2010 2:44,I,60-183247047,2623
SA-0414-86-48,30/3/2010 23:19,I,60-142659667,2808
SA-0249-45-54,26/11/2010 22:15,I,60-110485282,1060
SA-0138-33-52,31/3/2009 14:46,I,60-119580081,485
SA-0220-48-64,21/12/2009 11:20,I,60-157279082,995
SA-0185-59-07,22/4/2009 23:53,I,60-192252985,1586
SA-0145-41-01,16/7/2009 4:23,I,60-181188827,1413
SA-0009-04-02,5/9/2010 14:03,I,60-150175896,200
SA-0305-50-15,8/12/2010 7:55,I,60-168572132,1515
SA-0305-50-15,1/1/2010 11:38,I,60-126852618,133
SA-0114-12-73,26/8/2010 20:14,I,60-182566912,2384
SA-0012-71-76,1/11/2010 13:18,I,60-181233158,2925
SA-0144-10-84,9/1/2009 13:25,I,60-163861583,1579
SA-0312-94-95,24/1/2010 2:26,I,60-121084850,2225
SA-0187-35-19,3/4/2010 20:31,I,60-199112341,3188
SA-0210-42-47,27/1/2010 18:29,I,60-120383656,3412
SA-0033-12-88,15/5/2009 11:25,I,60-192700411,2027
SA-0112-53-34,28/2/2009 17:05,I,60-176909588,71
SA-0092-93-02,20/6/2009 5:00,I,60-191163602,2684
SA-0252-71-33,15/10/2009 4:38,I,60-178813843,2801
SA-0279-91-74,31/1/2010 8:18,I,60-177821154,682
SA-0279-91-74,13/1/2009 2:28,I,60-177959521,1057
SA-0202-82-34,16/10/2010 7:57,I,60-105401198,1528
SA-0252-71-33,3/10/2009 4:43,I,60-145562917,2940
SA-0114-12-73,29/5/2010 3:42,I,60-151792302,2759
SA-0335-96-08,9/2/2010 1:22,I,60-120478428,271
SA-0210-42-47,10/5/2009 18:15,I,60-143596355,2724
SA-0335-96-08,14/12/2010 23:57,I,60-196512821,2614
SA-0114-12-73,9/3/2010 10:03,I,60-179154989,2010
SA-0009-04-02,14/5/2010 21:22,I,60-141257461,479
SA-0021-95-06,23/4/2010 13:07,I,60-166083051,3345
SA-0186-07-48,9/3/2009 17:20,I,60-175783426,621
SA-0114-12-73,16/12/2010 12:40,I,60-161762414,1683
SA-0263-79-37,8/7/2010 7:06,I,60-101380404,491
SA-0401-55-12,26/3/2009 4:58,I,60-185087147,3463
SA-0305-50-15,5/2/2010 11:12,I,60-114218615,2224
SA-0339-42-22,22/5/2010 1:16,I,60-169582999,296
SA-0261-41-34,1/7/2010 7:37,I,60-191419300,172
SA-0107-05-98,29/5/2010 19:56,I,60-156041730,2486
SA-0055-36-68,4/7/2010 18:20,I,60-177439618,1929
SA-0202-82-34,12/4/2009 10:23,I,60-178708912,3476
SA-0005-14-91,22/2/2009 22:19,I,60-122521643,160
SA-0222-28-58,7/2/2009 17:33,I,60-140895681,2898
SA-0009-04-02,1/8/2009 7:56,I,60-171667828,839
SA-0138-33-52,25/4/2009 14:53,I,60-117728850,2884
SA-0335-96-08,9/3/2010 23:34,I,60-194768840,1652
SA-0312-94-95,19/1/2010 20:44,I,60-158651162,319
SA-0144-10-84,5/7/2010 4:11,I,60-119090271,3451
SA-0114-12-73,23/2/2010 10:34,I,60-135340713,1016
SA-0138-33-52,21/3/2009 16:08,I,60-134845356,1906
SA-0185-10-64,1/1/2009 7:00,I,60-118787855,495
SA-0009-04-02,20/3/2009 18:55,I,60-105860887,3565
SA-0339-42-22,11/5/2009 14:18,I,60-187255464,3508
SA-0361-84-31,6/8/2009 22:52,I,60-127706713,3144
SA-0133-16-62,26/9/2010 6:59,I,60-170185802,303
SA-0037-94-05,5/11/2009 20:29,I,60-134376123,1006
SA-0339-42-22,10/6/2010 4:22,I,60-137152048,3164
SA-0151-98-79,28/12/2010 9:14,I,60-186237759,2021
SA-0005-14-91,9/7/2010 19:27,I,60-111748583,214
SA-0187-35-19,7/2/2009 10:21,I,60-129742161,654
SA-0252-71-33,15/4/2009 0:08,I,60-138573778,3077
SA-0202-82-34,30/4/2009 19:58,I,60-153978945,855
SA-0252-71-33,17/4/2009 19:14,I,60-144778289,2533
SA-0220-61-46,1/6/2010 8:01,I,60-193379576,2945
SA-0009-04-02,6/6/2009 14:00,I,60-177213079,2249
SA-0222-28-58,3/2/2009 12:33,I,60-183051846,2409
SA-0378-80-96,30/9/2009 1:49,I,60-100000041,1764
SA-0202-82-34,12/8/2009 3:47,I,60-118253262,225
SA-0114-12-73,2/2/2010 11:43,I,60-117089862,854
SA-0185-59-07,1/7/2010 0:43,I,60-189386025,1418
SA-0138-33-52,4/1/2009 7:40,I,60-143213806,1425
SA-0112-53-34,28/6/2010 11:12,I,60-189183809,80
SA-0114-12-73,13/7/2010 13:17,I,60-123801787,3370
SA-0050-81-89,19/12/2009 11:21,I,60-180697953,674
SA-0361-84-31,9/8/2009 13:08,I,60-116680850,2542
SA-0361-84-31,11/8/2010 13:53,I,60-111128432,67
SA-0312-94-95,1/5/2010 20:18,I,60-155737728,2045
SA-0182-19-79,1/10/2009 4:52,I,60-115696187,2794
SA-0063-02-33,30/8/2010 15:38,I,60-194379823,598
SA-0050-81-89,16/7/2009 17:50,I,60-104139057,899
SA-0055-36-68,11/9/2010 11:02,I,60-183510132,2869
SA-0220-61-46,12/4/2009 22:23,I,60-114283036,187
SA-0005-14-91,4/7/2009 9:25,I,60-158544348,1120
SA-0012-71-76,9/9/2010 17:50,I,60-121450502,2377
SA-0021-95-06,21/2/2010 0:51,I,60-164014094,481
SA-0252-71-33,3/5/2010 23:26,I,60-111615231,3071
SA-0339-42-22,10/7/2010 16:57,I,60-133479682,1049
SA-0414-20-79,1/10/2009 1:16,I,60-178911752,1643
SA-0263-79-37,22/5/2010 1:10,I,60-193379411,387
SA-0012-71-76,12/5/2010 19:50,I,60-115602321,1463
SA-0080-84-93,23/2/2010 16:52,I,60-142507184,2680
SA-0147-43-82,12/11/2009 23:11,I,60-180097374,788
SA-0133-16-62,11/2/2009 0:01,I,60-149871052,3308
SA-0378-80-96,10/4/2010 4:26,I,60-155544842,2528
SA-0187-35-19,12/8/2010 13:09,I,60-150425473,266
SA-0343-60-69,2/7/2009 2:11,I,60-155213282,1713
SA-0249-45-54,2/12/2010 22:33,I,60-146048486,1271
SA-0263-79-37,24/11/2010 7:20,I,60-109788333,2587
SA-0187-35-19,23/8/2010 17:17,I,60-199289697,3287
SA-0414-20-79,17/3/2009 0:25,I,60-180242715,1445
SA-0414-86-48,26/8/2009 7:21,I,60-124809489,3215
SA-0112-53-34,27/11/2010 19:17,I,60-130060316,2865
SA-0303-06-26,22/12/2010 12:29,I,60-152647481,1980
SA-0012-71-76,21/9/2010 16:20,I,60-154173756,2674
SA-0312-94-95,20/7/2010 1:17,I,60-155079361,3311
SA-0147-43-82,27/1/2010 23:36,I,60-154271339,3000
SA-0021-95-06,9/5/2010 18:25,I,60-182727944,1511
SA-0202-82-34,21/10/2009 23:47,I,60-146358615,3445
SA-0009-04-02,23/11/2009 14:22,I,60-115368212,2953
SA-0252-71-33,9/12/2009 4:13,I,60-116513342,3541
SA-0202-82-34,23/6/2009 10:25,I,60-167825076,474
SA-0303-06-26,31/8/2009 14:43,I,60-111973017,1933
SA-0222-28-58,6/10/2009 7:39,I,60-122699422,2728
SA-0145-41-01,9/4/2010 14:22,I,60-135446550,1692
SA-0339-42-22,4/7/2010 20:24,I,60-174954401,1111
SA-0343-60-69,6/2/2009 16:16,I,60-158820004,607
SA-0401-55-12,8/7/2009 15:20,I,60-140704110,2258
SA-0303-06-26,28/11/2010 11:21,I,60-171946202,1201
SA-0063-02-33,1/2/2010 15:42,I,60-118947535,2007
SA-0112-53-34,10/10/2009 21:25,I,60-108307740,2478
SA-0005-14-91,22/4/2010 19:00,I,60-195886129,3037
SA-0261-41-34,22/5/2009 4:35,I,60-121026961,2408
SA-0012-71-76,21/4/2009 7:10,I,60-155704681,1045
SA-0133-16-62,18/6/2009 7:01,I,60-197485539,3266
SA-0186-07-48,19/9/2010 7:49,I,60-184913663,3140
SA-0261-41-34,24/12/2010 13:50,I,60-123920566,2446
SA-0185-10-64,26/7/2009 17:13,I,60-143677742,788
SA-0185-10-64,5/12/2009 20:05,I,60-121410594,163
SA-0261-41-34,26/1/2010 2:21,I,60-121319869,3525
SA-0186-07-48,25/4/2009 13:56,I,60-149427179,1591
SA-0033-12-88,9/5/2009 22:56,I,60-113444034,1128
SA-0312-94-95,20/12/2009 4:34,I,60-111010176,2971
SA-0182-19-79,19/6/2010 12:13,I,60-147274859,1406
SA-0033-12-88,7/6/2010 20:38,I,60-141978281,3529
SA-0303-06-26,5/1/2010 11:27,I,60-102336752,2194
SA-0012-71-76,25/7/2010 9:53,I,60-143531723,2751
SA-0155-74-77,4/8/2009 3:29,I,60-154758351,1492
SA-0335-96-08,22/9/2010 4:17,I,60-143391133,3190
SA-0343-60-69,2/5/2010 19:57,I,60-194849684,3524
SA-0220-61-46,4/12/2009 8:26,I,60-126949830,2767
SA-0185-59-07,12/5/2010 21:30,I,60-185868499,3130
SA-0037-94-05,11/6/2010 13:48,I,60-129277549,1782
SA-0314-69-44,11/4/2009 23:57,I,60-104265404,1890
SA-0185-10-64,11/3/2009 14:47,I,60-171219686,2850
SA-0155-74-77,26/11/2009 10:42,I,60-113608891,1223
SA-0220-61-46,23/10/2009 21:35,I,60-151756546,2292
SA-0185-10-64,11/11/2009 9:35,I,60-108174229,839
SA-0222-28-58,22/12/2010 20:12,I,60-130633777,1841
SA-0114-12-73,12/4/2010 15:39,I,60-130556688,1553
SA-0185-10-64,25/4/2009 20:19,I,60-191942690,270
SA-0185-59-07,16/6/2010 8:32,I,60-180011342,495
SA-0080-84-93,2/3/2010 8:50,I,60-114157756,377
SA-0133-16-62,5/3/2010 15:08,I,60-100348269,2212
SA-0187-35-19,24/9/2009 8:23,I,60-152817937,577
SA-0063-02-33,15/10/2009 5:02,I,60-191575361,3230
SA-0222-28-58,27/12/2010 5:55,I,60-161445137,3374
SA-0343-60-69,12/10/2009 12:08,I,60-156378515,2301
SA-0151-98-79,3/3/2010 7:44,I,60-197351514,2098
SA-0080-84-93,26/10/2009 9:13,I,60-102232350,392
SA-0361-84-31,2/6/2009 15:00,I,60-160647545,2543
SA-0210-42-47,20/6/2009 18:00,I,60-149825341,2625
SA-0009-04-02,22/3/2010 15:46,I,60-129380548,288
SA-0063-02-33,27/3/2009 13:04,I,60-139992102,3116
SA-0187-35-19,12/1/2010 0:39,I,60-175807072,1215
SA-0339-42-22,6/10/2010 20:57,I,60-193847324,2475
SA-0147-43-82,15/7/2010 7:27,I,60-194624149,2212
SA-0037-94-05,13/7/2009 21:17,I,60-194627136,857
SA-0227-78-67,5/4/2010 8:54,I,60-185315396,799
SA-0279-91-74,1/8/2010 16:24,I,60-132245348,2384
SA-0155-74-77,12/6/2009 23:09,I,60-100623110,725
SA-0063-02-33,5/4/2010 15:41,I,60-120728539,2038
SA-0021-95-06,7/9/2010 6:17,I,60-147893101,3464
SA-0037-94-05,24/5/2009 0:45,I,60-136128415,134
SA-0147-43-82,31/7/2010 5:46,I,60-186387538,3399
SA-0185-10-64,13/10/2010 23:42,I,60-108108100,333
SA-0133-16-62,3/4/2010 1:12,I,60-170905736,2772
SA-0005-14-91,31/1/2009 23:43,I,60-128801699,2569
SA-0343-60-69,27/9/2009 5:19,I,60-118809209,460
SA-0414-86-48,1/9/2010 0:16,I,60-180756804,3488
SA-0009-04-02,31/5/2010 22:30,I,60-168245150,2654
SA-0378-80-96,27/1/2010 13:04,I,60-164071559,144
SA-0314-69-44,10/2/2009 2:14,I,60-169871293,2749
SA-0249-45-54,21/3/2010 15:23,I,60-169582653,939
SA-0185-59-07,19/5/2010 2:27,I,60-135273304,2377
SA-0114-12-73,26/1/2010 21:18,I,60-112647340,2381
SA-0263-79-37,5/7/2009 11:00,I,60-172096615,1202
SA-0220-61-46,30/7/2010 16:36,I,60-115037741,2650
SA-0182-19-79,29/1/2009 3:44,I,60-166770834,833
SA-0414-86-48,17/9/2010 2:40,I,60-148983626,1468
SA-0312-94-95,22/7/2010 11:31,I,60-124019120,3114
SA-0222-28-58,13/3/2009 4:00,I,60-140721400,484
SA-0249-45-54,30/10/2009 2:07,I,60-192439783,382
SA-0249-45-54,18/5/2009 23:44,I,60-190588005,925
SA-0361-84-31,25/7/2009 4:07,I,60-153507668,2659
SA-0261-41-34,18/4/2009 0:27,I,60-180721766,637
SA-0339-42-22,21/4/2010 17:34,I,60-155227039,3110
SA-0227-78-67,15/8/2010 17:29,I,60-184947335,1028
SA-0005-14-91,24/12/2009 3:49,I,60-161695361,3360
SA-0222-28-58,19/8/2010 13:08,I,60-141699688,2798
SA-0222-28-58,6/8/2010 13:49,I,60-170664623,1875
SA-0133-16-62,10/5/2009 16:39,I,60-163349816,998
SA-0055-36-68,26/11/2009 23:34,I,60-125778377,1365
SA-0227-78-67,5/7/2010 10:19,I,60-168337290,1408
SA-0222-28-58,5/4/2009 22:42,I,60-115872981,2285
SA-0185-10-64,5/2/2009 16:21,I,60-133499853,1212
SA-0138-33-52,5/4/2010 13:00,I,60-112517658,1558
SA-0202-82-34,3/10/2009 0:51,I,60-139982713,517
SA-0147-43-82,4/6/2009 21:45,I,60-194974158,613
SA-0343-60-69,28/12/2009 22:58,I,60-140543243,973
SA-0227-78-67,18/3/2010 12:34,I,60-166978701,209
SA-0261-41-34,12/9/2009 19:53,I,60-124382405,300
SA-0185-10-64,31/10/2010 9:37,I,60-114381587,2209
SA-0314-69-44,30/11/2010 11:48,I,60-123858587,319
SA-0186-07-48,27/12/2009 0:09,I,60-118539624,2841
SA-0155-74-77,27/12/2009 9:10,I,60-118897518,3050
SA-0080-84-93,15/8/2010 10:01,I,60-157583868,286
SA-0414-20-79,30/10/2009 4:33,I,60-133353808,1964
SA-0147-43-82,2/10/2009 21:32,I,60-100674213,1485
SA-0220-61-46,21/11/2009 8:18,I,60-130665922,938
SA-0335-96-08,16/12/2010 11:41,I,60-118385422,1589
SA-0151-98-79,27/9/2009 18:05,I,60-191954557,1157
SA-0222-28-58,18/1/2009 3:40,I,60-107471496,2623
SA-0222-28-58,12/8/2009 10:22,I,60-173583387,1724
SA-0037-94-05,28/6/2010 21:50,I,60-120617703,3568
SA-0378-80-96,14/10/2010 20:54,I,60-145551973,422
